Id,t1_m,t1_p,t1_c,t2_m,t2_p,t2_c,t3_m,t3_p,t3_c,t4_m,t4_p,t4_c,t5_m(calc),t5_p(calc),t5_c(calc)
22221,110.0,110.0,109.0,106.0,109.0,109.0,105.0,108.0,106.0,108.0,108.0,110.0,108.0,107.0,109.0
22222,102.0,105.0,105.0,102.0,104.0,104.0,102.0,103.0,102.0,104.0,101.0,103.0,105.0,101.0,104.0
22223,99.0,96.0,99.0,100.0,100.0,98.0,98.0,100.0,96.0,97.0,95.0,100.0,100.0,97.0,97.0
22224,93.0,94.0,92.0,94.0,95.0,95.0,95.0,91.0,92.0,95.0,91.0,93.0,95.0,93.0,92.0
22225,86.0,86.0,90.0,87.0,89.0,88.0,87.0,90.0,90.0,90.0,86.0,89.0,89.0,88.0,86.0
22226,84.0,81.0,81.0,84.0,81.0,84.0,84.0,84.0,80.0,81.0,83.0,81.0,54.0,54.0,67.0
22227,,76.0,76.0,77.0,80.0,77.0,77.0,80.0,77.0,80.0,76.0,80.0,75.0,79.0,78.0
22228,74.0,73.0,74.0,72.0,71.0,70.0,73.0,74.0,71.0,73.0,74.0,70.0,72.0,70.0,72.0
22229,65.0,,67.0,65.0,70.0,66.0,69.0,68.0,68.0,65.0,70.0,67.0,69.0,70.0,68.0
22230,63.0,63.0,63.0,63.0,62.0,65.0,63.0,65.0,61.0,61.0,63.0,60.0,61.0,60.0,62.0
22231,57.0,60.0,57.0,59.0,60.0,57.0,55.0,60.0,55.0,57.0,60.0,56.0,58.0,58.0,59.0
22232,55.0,52.0,51.0,50.0,50.0,50.0,52.0,54.0,54.0,52.0,55.0,52.0,53.0,50.0,53.0
22233,47.0,50.0,48.0,48.0,46.0,46.0,46.0,48.0,48.0,47.0,49.0,50.0,46.0,47.0,45.0
22234,41.0,40.0,44.0,43.0,42.0,40.0,43.0,45.0,45.0,40.0,44.0,41.0,41.0,40.0,41.0
22235,40.0,39.0,38.0,38.0,38.0,36.0,40.0,36.0,35.0,35.0,37.0,40.0,38.0,39.0,37.0
22236,30.0,35.0,30.0,32.0,34.0,32.0,34.0,33.0,35.0,32.0,30.0,35.0,31.0,32.0,31.0
22237,30.0,29.0,27.0,29.0,28.0,29.0,29.0,25.0,30.0,28.0,27.0,27.0,28.0,27.0,25.0
22238,10.0,16.0,16.0,23.0,15.0,21.0,18.0,12.0,10.0,20.0,15.0,20.0,19.0,16.0,19.0
22239,3.0,7.0,3.0,5.0,2.0,2.0,9.0,9.0,3.0,6.0,1.0,10.0,10.0,9.0,9.0
22240,119.0,110.0,112.0,116.0,111.0,115.0,114.0,116.0,111.0,111.0,118.0,110.0,118.0,110.0,114.0
22241,110.0,108.0,107.0,106.0,107.0,107.0,107.0,109.0,106.0,106.0,108.0,108.0,108.0,107.0,106.0
22242,105.0,101.0,102.0,104.0,104.0,103.0,104.0,101.0,101.0,101.0,103.0,103.0,103.0,102.0,101.0
22243,98.0,96.0,99.0,99.0,96.0,98.0,99.0,95.0,96.0,96.0,99.0,96.0,99.0,98.0,100.0
22244,95.0,90.0,95.0,91.0,91.0,92.0,95.0,94.0,95.0,94.0,91.0,90.0,95.0,93.0,93.0
22245,90.0,86.0,87.0,88.0,85.0,89.0,85.0,86.0,87.0,85.0,89.0,,88.0,85.0,
22246,84.0,81.0,83.0,80.0,83.0,82.0,80.0,84.0,84.0,83.0,81.0,81.0,77.0,51.0,78.0
22247,77.0,80.0,79.0,76.0,76.0,77.0,77.0,80.0,75.0,77.0,75.0,75.0,75.0,78.0,80.0
22248,70.0,70.0,73.0,73.0,70.0,70.0,70.0,73.0,72.0,73.0,75.0,71.0,70.0,70.0,71.0
22249,67.0,67.0,70.0,65.0,68.0,69.0,66.0,67.0,69.0,65.0,65.0,,65.0,67.0,67.0
22250,62.0,62.0,61.0,62.0,64.0,65.0,64.0,65.0,65.0,60.0,64.0,61.0,61.0,64.0,62.0
22251,55.0,56.0,58.0,57.0,57.0,57.0,55.0,55.0,58.0,59.0,55.0,55.0,55.0,57.0,60.0
22252,50.0,52.0,52.0,53.0,54.0,54.0,50.0,53.0,53.0,53.0,52.0,53.0,50.0,52.0,55.0
22253,48.0,49.0,49.0,48.0,48.0,48.0,48.0,47.0,47.0,46.0,50.0,50.0,45.0,49.0,48.0
22254,42.0,40.0,42.0,40.0,44.0,45.0,40.0,40.0,41.0,40.0,40.0,40.0,43.0,41.0,43.0
22255,40.0,38.0,36.0,40.0,39.0,36.0,40.0,35.0,39.0,39.0,38.0,37.0,37.0,38.0,38.0
22256,31.0,35.0,34.0,34.0,34.0,32.0,33.0,30.0,32.0,33.0,30.0,35.0,35.0,30.0,30.0
22257,28.0,28.0,28.0,28.0,29.0,28.0,27.0,28.0,28.0,26.0,30.0,27.0,27.0,29.0,29.0
22258,16.0,22.0,12.0,12.0,23.0,13.0,15.0,13.0,20.0,24.0,21.0,19.0,13.0,19.0,23.0
22259,4.0,9.0,10.0,5.0,10.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,6.0,7.0,3.0
22260,113.0,112.0,116.0,112.0,120.0,112.0,114.0,110.0,115.0,117.0,115.0,119.0,110.0,115.0,110.0
22261,109.0,110.0,110.0,106.0,107.0,105.0,109.0,105.0,110.0,109.0,109.0,105.0,105.0,105.0,106.0
22262,104.0,103.0,100.0,103.0,103.0,105.0,105.0,103.0,103.0,104.0,,103.0,105.0,105.0,100.0
22263,100.0,98.0,98.0,95.0,98.0,95.0,97.0,97.0,98.0,96.0,96.0,100.0,95.0,99.0,96.0
22264,93.0,94.0,91.0,94.0,90.0,94.0,90.0,95.0,90.0,92.0,92.0,91.0,93.0,95.0,93.0
22265,85.0,88.0,90.0,85.0,86.0,88.0,89.0,88.0,85.0,89.0,87.0,87.0,90.0,88.0,86.0
22266,83.0,85.0,83.0,85.0,82.0,80.0,84.0,84.0,81.0,84.0,80.0,84.0,55.0,53.0,70.0
22267,80.0,77.0,79.0,76.0,80.0,79.0,79.0,75.0,79.0,76.0,78.0,77.0,80.0,80.0,77.0
22268,75.0,71.0,75.0,72.0,71.0,70.0,74.0,71.0,74.0,72.0,71.0,74.0,73.0,75.0,72.0
22269,65.0,66.0,68.0,69.0,69.0,69.0,70.0,70.0,66.0,69.0,69.0,70.0,65.0,69.0,70.0
22270,63.0,62.0,60.0,62.0,64.0,63.0,64.0,60.0,65.0,61.0,65.0,60.0,61.0,63.0,60.0
22271,56.0,60.0,57.0,60.0,55.0,58.0,59.0,60.0,57.0,59.0,55.0,58.0,57.0,56.0,58.0
22272,51.0,52.0,51.0,52.0,51.0,54.0,53.0,52.0,52.0,50.0,51.0,55.0,50.0,52.0,51.0
22273,46.0,46.0,49.0,48.0,50.0,46.0,50.0,47.0,47.0,47.0,45.0,48.0,50.0,46.0,50.0
22274,42.0,43.0,45.0,40.0,43.0,44.0,45.0,42.0,42.0,44.0,40.0,45.0,45.0,42.0,40.0
22275,38.0,37.0,35.0,36.0,36.0,37.0,40.0,36.0,38.0,38.0,38.0,36.0,39.0,36.0,35.0
22276,30.0,32.0,32.0,35.0,30.0,33.0,30.0,32.0,34.0,34.0,34.0,30.0,33.0,35.0,34.0
22277,28.0,28.0,30.0,25.0,26.0,25.0,27.0,28.0,27.0,28.0,27.0,26.0,26.0,26.0,29.0
22278,13.0,24.0,12.0,24.0,11.0,24.0,18.0,24.0,20.0,12.0,18.0,25.0,20.0,16.0,24.0
22279,8.0,7.0,10.0,6.0,,0.0,1.0,2.0,2.0,9.0,2.0,10.0,9.0,6.0,10.0
22280,120.0,113.0,111.0,111.0,113.0,119.0,118.0,111.0,120.0,110.0,115.0,119.0,120.0,112.0,116.0
22281,110.0,107.0,108.0,107.0,107.0,108.0,105.0,110.0,106.0,106.0,109.0,105.0,108.0,109.0,107.0
22282,105.0,102.0,100.0,100.0,102.0,105.0,102.0,103.0,102.0,100.0,105.0,105.0,103.0,102.0,101.0
22283,95.0,95.0,100.0,98.0,95.0,95.0,96.0,96.0,95.0,98.0,100.0,98.0,100.0,95.0,97.0
22284,92.0,94.0,92.0,92.0,91.0,95.0,95.0,91.0,90.0,94.0,92.0,90.0,91.0,92.0,94.0
22285,87.0,88.0,89.0,87.0,88.0,89.0,86.0,90.0,87.0,86.0,89.0,86.0,89.0,89.0,89.0
22286,83.0,82.0,82.0,82.0,80.0,83.0,84.0,83.0,82.0,81.0,80.0,82.0,65.0,67.0,82.0
22287,79.0,77.0,80.0,77.0,76.0,76.0,77.0,79.0,80.0,79.0,77.0,77.0,79.0,79.0,76.0
22288,70.0,73.0,72.0,75.0,70.0,74.0,73.0,73.0,73.0,72.0,70.0,75.0,73.0,73.0,74.0
22289,65.0,68.0,66.0,69.0,69.0,68.0,67.0,70.0,68.0,69.0,69.0,68.0,69.0,67.0,69.0
22290,65.0,64.0,61.0,60.0,64.0,62.0,62.0,64.0,61.0,61.0,61.0,,63.0,61.0,63.0
22291,56.0,55.0,,56.0,60.0,56.0,56.0,56.0,58.0,59.0,58.0,58.0,58.0,57.0,60.0
22292,52.0,55.0,53.0,55.0,55.0,53.0,54.0,50.0,55.0,50.0,51.0,52.0,52.0,53.0,55.0
22293,50.0,45.0,45.0,48.0,50.0,49.0,48.0,45.0,45.0,50.0,47.0,48.0,48.0,49.0,50.0
22294,42.0,45.0,42.0,45.0,41.0,45.0,,44.0,44.0,42.0,43.0,41.0,42.0,44.0,43.0
22295,37.0,36.0,36.0,37.0,35.0,36.0,38.0,40.0,38.0,39.0,40.0,37.0,40.0,39.0,35.0
22296,31.0,35.0,33.0,35.0,32.0,30.0,30.0,30.0,34.0,34.0,31.0,34.0,33.0,34.0,30.0
22297,30.0,25.0,29.0,28.0,30.0,28.0,27.0,26.0,25.0,26.0,28.0,28.0,28.0,26.0,30.0
22298,20.0,10.0,14.0,17.0,21.0,11.0,23.0,24.0,18.0,12.0,,20.0,10.0,16.0,17.0
22299,4.0,3.0,1.0,6.0,1.0,2.0,1.0,9.0,0.0,6.0,0.0,8.0,7.0,8.0,5.0
22300,116.0,118.0,110.0,120.0,119.0,116.0,116.0,110.0,117.0,116.0,120.0,113.0,120.0,111.0,
22301,106.0,109.0,107.0,110.0,108.0,110.0,106.0,107.0,109.0,109.0,105.0,108.0,105.0,110.0,107.0
22302,100.0,105.0,100.0,101.0,100.0,101.0,105.0,100.0,105.0,104.0,104.0,105.0,101.0,102.0,105.0
22303,96.0,99.0,96.0,100.0,98.0,97.0,98.0,95.0,97.0,98.0,98.0,95.0,96.0,100.0,100.0
22304,93.0,90.0,95.0,92.0,95.0,94.0,91.0,90.0,95.0,93.0,90.0,90.0,90.0,93.0,93.0
22305,89.0,85.0,90.0,86.0,85.0,87.0,85.0,89.0,89.0,86.0,85.0,85.0,89.0,85.0,86.0
22306,81.0,83.0,83.0,85.0,81.0,82.0,82.0,84.0,83.0,84.0,81.0,80.0,78.0,79.0,67.0
22307,77.0,77.0,76.0,77.0,78.0,76.0,76.0,76.0,76.0,76.0,77.0,79.0,76.0,76.0,79.0
22308,74.0,75.0,75.0,74.0,75.0,74.0,70.0,74.0,74.0,72.0,74.0,75.0,72.0,73.0,72.0
22309,70.0,69.0,70.0,67.0,66.0,67.0,66.0,69.0,67.0,67.0,67.0,66.0,66.0,69.0,68.0
22310,65.0,62.0,65.0,63.0,62.0,61.0,65.0,63.0,61.0,62.0,62.0,63.0,61.0,64.0,61.0
22311,59.0,60.0,56.0,55.0,57.0,59.0,60.0,56.0,59.0,55.0,56.0,56.0,55.0,56.0,
22312,51.0,50.0,55.0,50.0,53.0,55.0,51.0,52.0,54.0,52.0,50.0,55.0,54.0,54.0,51.0
22313,49.0,50.0,48.0,45.0,48.0,45.0,48.0,45.0,48.0,45.0,45.0,48.0,46.0,45.0,45.0
22314,45.0,40.0,45.0,44.0,40.0,44.0,43.0,42.0,45.0,41.0,43.0,41.0,44.0,43.0,41.0
22315,36.0,36.0,39.0,38.0,37.0,37.0,37.0,35.0,40.0,38.0,35.0,36.0,39.0,36.0,35.0
22316,31.0,30.0,35.0,,32.0,34.0,35.0,33.0,30.0,33.0,33.0,35.0,33.0,33.0,31.0
22317,29.0,29.0,25.0,29.0,27.0,28.0,30.0,27.0,28.0,28.0,26.0,28.0,27.0,26.0,27.0
22318,17.0,22.0,20.0,20.0,11.0,21.0,25.0,25.0,16.0,19.0,19.0,23.0,12.0,11.0,10.0
22319,0.0,6.0,7.0,7.0,0.0,6.0,0.0,0.0,4.0,2.0,2.0,1.0,8.0,4.0,7.0
22320,117.0,111.0,118.0,115.0,113.0,110.0,113.0,113.0,114.0,118.0,116.0,118.0,116.0,118.0,110.0
22321,107.0,108.0,108.0,108.0,110.0,106.0,110.0,107.0,105.0,105.0,108.0,109.0,107.0,106.0,105.0
22322,101.0,100.0,101.0,105.0,100.0,102.0,,105.0,102.0,104.0,100.0,102.0,102.0,101.0,104.0
22323,99.0,98.0,96.0,96.0,95.0,96.0,96.0,95.0,100.0,100.0,99.0,97.0,95.0,99.0,100.0
22324,94.0,90.0,91.0,93.0,95.0,91.0,94.0,91.0,94.0,91.0,92.0,91.0,91.0,95.0,94.0
22325,88.0,86.0,88.0,85.0,88.0,87.0,89.0,86.0,86.0,88.0,85.0,87.0,87.0,86.0,89.0
22326,85.0,85.0,81.0,85.0,81.0,83.0,80.0,81.0,82.0,84.0,81.0,82.0,76.0,77.0,77.0
22327,76.0,77.0,75.0,80.0,78.0,77.0,75.0,79.0,80.0,80.0,79.0,76.0,80.0,77.0,78.0
22328,75.0,72.0,74.0,73.0,72.0,75.0,73.0,75.0,71.0,74.0,72.0,72.0,73.0,75.0,74.0
22329,66.0,67.0,69.0,68.0,69.0,70.0,68.0,70.0,68.0,70.0,65.0,69.0,66.0,70.0,67.0
22330,60.0,60.0,63.0,65.0,60.0,63.0,60.0,64.0,63.0,64.0,61.0,62.0,65.0,64.0,63.0
22331,59.0,57.0,60.0,56.0,57.0,58.0,58.0,56.0,59.0,57.0,55.0,56.0,58.0,60.0,55.0
22332,54.0,55.0,52.0,52.0,55.0,54.0,51.0,52.0,50.0,55.0,55.0,54.0,50.0,50.0,51.0
22333,49.0,45.0,49.0,50.0,48.0,49.0,50.0,46.0,45.0,48.0,45.0,47.0,45.0,50.0,45.0
22334,45.0,45.0,41.0,41.0,44.0,43.0,43.0,43.0,44.0,43.0,44.0,40.0,43.0,42.0,40.0
22335,35.0,38.0,37.0,35.0,37.0,36.0,38.0,38.0,35.0,36.0,39.0,38.0,37.0,39.0,40.0
22336,30.0,34.0,35.0,33.0,31.0,34.0,35.0,35.0,32.0,35.0,31.0,33.0,32.0,34.0,31.0
22337,29.0,29.0,25.0,28.0,29.0,25.0,28.0,30.0,29.0,26.0,30.0,29.0,27.0,26.0,30.0
22338,13.0,14.0,21.0,14.0,12.0,15.0,14.0,24.0,21.0,14.0,11.0,13.0,11.0,23.0,21.0
22339,0.0,7.0,5.0,9.0,3.0,3.0,9.0,1.0,5.0,5.0,0.0,4.0,4.0,7.0,4.0
22340,119.0,119.0,117.0,114.0,111.0,115.0,110.0,117.0,114.0,120.0,118.0,116.0,118.0,115.0,112.0
22341,105.0,109.0,109.0,107.0,109.0,110.0,109.0,105.0,109.0,109.0,109.0,106.0,105.0,106.0,108.0
22342,100.0,101.0,105.0,101.0,100.0,102.0,100.0,104.0,105.0,100.0,100.0,100.0,103.0,100.0,100.0
22343,99.0,99.0,98.0,95.0,99.0,99.0,97.0,95.0,98.0,99.0,97.0,96.0,100.0,100.0,97.0
22344,91.0,93.0,95.0,94.0,91.0,93.0,92.0,95.0,94.0,95.0,94.0,95.0,92.0,90.0,95.0
22345,89.0,90.0,87.0,85.0,89.0,85.0,87.0,90.0,86.0,86.0,87.0,90.0,90.0,88.0,88.0
22346,85.0,84.0,,80.0,84.0,83.0,82.0,85.0,82.0,84.0,81.0,83.0,74.0,82.0,63.0
22347,78.0,80.0,77.0,77.0,80.0,79.0,80.0,79.0,78.0,76.0,80.0,75.0,77.0,76.0,76.0
22348,74.0,74.0,75.0,72.0,70.0,71.0,70.0,74.0,73.0,71.0,70.0,72.0,72.0,70.0,75.0
22349,66.0,67.0,65.0,68.0,68.0,68.0,68.0,66.0,68.0,66.0,69.0,67.0,70.0,66.0,69.0
22350,62.0,62.0,60.0,64.0,60.0,61.0,63.0,63.0,63.0,61.0,64.0,60.0,61.0,65.0,63.0
22351,59.0,56.0,56.0,58.0,56.0,57.0,57.0,56.0,57.0,60.0,59.0,55.0,58.0,56.0,56.0
22352,53.0,53.0,50.0,53.0,55.0,50.0,51.0,53.0,52.0,54.0,54.0,51.0,52.0,52.0,55.0
22353,47.0,50.0,47.0,48.0,46.0,46.0,46.0,50.0,48.0,49.0,48.0,49.0,46.0,46.0,46.0
22354,40.0,41.0,40.0,44.0,40.0,43.0,44.0,44.0,42.0,45.0,42.0,44.0,44.0,44.0,44.0
22355,38.0,40.0,38.0,37.0,36.0,36.0,36.0,40.0,40.0,38.0,40.0,38.0,36.0,38.0,40.0
22356,34.0,30.0,35.0,31.0,32.0,31.0,32.0,30.0,35.0,34.0,30.0,30.0,33.0,35.0,35.0
22357,29.0,28.0,27.0,26.0,27.0,29.0,25.0,26.0,27.0,27.0,28.0,30.0,25.0,26.0,27.0
22358,16.0,23.0,18.0,24.0,22.0,25.0,12.0,14.0,18.0,12.0,11.0,17.0,17.0,18.0,23.0
22359,4.0,8.0,6.0,3.0,0.0,9.0,5.0,3.0,3.0,2.0,7.0,0.0,3.0,1.0,8.0
22360,119.0,111.0,120.0,118.0,112.0,120.0,115.0,115.0,118.0,111.0,110.0,120.0,111.0,114.0,119.0
22361,105.0,110.0,105.0,105.0,,110.0,107.0,106.0,108.0,105.0,109.0,105.0,108.0,107.0,109.0
22362,105.0,102.0,101.0,104.0,102.0,101.0,105.0,103.0,100.0,102.0,102.0,100.0,100.0,102.0,101.0
22363,97.0,99.0,96.0,95.0,97.0,96.0,100.0,98.0,98.0,97.0,100.0,97.0,95.0,97.0,98.0
22364,95.0,93.0,93.0,90.0,93.0,91.0,90.0,91.0,93.0,90.0,93.0,93.0,91.0,94.0,94.0
22365,89.0,86.0,90.0,87.0,90.0,88.0,85.0,89.0,85.0,86.0,88.0,87.0,89.0,90.0,89.0
22366,80.0,82.0,84.0,81.0,81.0,83.0,81.0,84.0,82.0,83.0,82.0,81.0,73.0,75.0,80.0
22367,78.0,79.0,80.0,,76.0,78.0,75.0,,75.0,79.0,79.0,76.0,76.0,79.0,78.0
22368,71.0,70.0,73.0,71.0,74.0,70.0,75.0,74.0,72.0,74.0,74.0,71.0,70.0,72.0,75.0
22369,65.0,66.0,65.0,69.0,65.0,66.0,67.0,69.0,69.0,66.0,65.0,69.0,66.0,68.0,68.0
22370,65.0,62.0,64.0,61.0,62.0,65.0,63.0,60.0,64.0,63.0,64.0,62.0,63.0,65.0,60.0
22371,59.0,55.0,56.0,55.0,55.0,57.0,60.0,56.0,55.0,60.0,56.0,57.0,,55.0,58.0
22372,50.0,54.0,54.0,53.0,53.0,51.0,53.0,50.0,54.0,52.0,53.0,55.0,53.0,53.0,55.0
22373,49.0,47.0,48.0,48.0,50.0,47.0,45.0,45.0,47.0,49.0,45.0,49.0,50.0,47.0,49.0
22374,44.0,42.0,45.0,43.0,44.0,41.0,43.0,42.0,45.0,42.0,44.0,41.0,41.0,40.0,43.0
22375,37.0,38.0,35.0,40.0,37.0,38.0,39.0,35.0,37.0,39.0,39.0,37.0,35.0,39.0,38.0
22376,34.0,30.0,35.0,34.0,31.0,30.0,35.0,32.0,34.0,35.0,31.0,32.0,34.0,31.0,30.0
22377,26.0,25.0,29.0,29.0,25.0,28.0,30.0,28.0,29.0,25.0,30.0,28.0,27.0,28.0,26.0
22378,13.0,12.0,25.0,18.0,17.0,17.0,12.0,13.0,15.0,12.0,22.0,21.0,15.0,16.0,14.0
22379,7.0,4.0,2.0,7.0,9.0,1.0,5.0,0.0,9.0,,9.0,5.0,7.0,2.0,7.0
22380,113.0,112.0,113.0,113.0,120.0,116.0,118.0,114.0,114.0,120.0,116.0,115.0,115.0,115.0,115.0
22381,105.0,106.0,108.0,107.0,109.0,107.0,105.0,108.0,110.0,108.0,108.0,105.0,107.0,107.0,109.0
22382,100.0,103.0,101.0,105.0,103.0,103.0,105.0,104.0,102.0,105.0,100.0,100.0,101.0,105.0,102.0
22383,99.0,96.0,98.0,97.0,98.0,97.0,95.0,100.0,100.0,95.0,95.0,97.0,98.0,96.0,97.0
22384,91.0,91.0,91.0,95.0,90.0,90.0,92.0,92.0,94.0,91.0,93.0,94.0,91.0,92.0,93.0
22385,85.0,85.0,87.0,85.0,88.0,90.0,85.0,87.0,89.0,90.0,87.0,86.0,88.0,87.0,90.0
22386,80.0,83.0,81.0,80.0,84.0,81.0,84.0,85.0,81.0,84.0,84.0,84.0,60.0,77.0,62.0
22387,78.0,76.0,80.0,75.0,,76.0,79.0,77.0,78.0,78.0,75.0,80.0,79.0,,79.0
22388,73.0,72.0,73.0,71.0,72.0,75.0,71.0,70.0,71.0,75.0,74.0,73.0,74.0,75.0,71.0
22389,65.0,65.0,70.0,69.0,67.0,66.0,65.0,69.0,65.0,66.0,68.0,70.0,65.0,67.0,67.0
22390,62.0,62.0,64.0,62.0,60.0,65.0,63.0,62.0,63.0,60.0,65.0,60.0,63.0,61.0,60.0
22391,59.0,57.0,60.0,60.0,60.0,60.0,60.0,55.0,55.0,57.0,55.0,56.0,56.0,60.0,58.0
22392,55.0,51.0,52.0,52.0,53.0,54.0,52.0,50.0,55.0,54.0,50.0,51.0,52.0,55.0,54.0
22393,50.0,48.0,46.0,48.0,49.0,47.0,49.0,46.0,46.0,47.0,46.0,46.0,45.0,47.0,48.0
22394,43.0,45.0,44.0,45.0,44.0,40.0,43.0,42.0,43.0,41.0,44.0,45.0,43.0,41.0,41.0
22395,36.0,40.0,38.0,37.0,36.0,39.0,40.0,39.0,37.0,36.0,35.0,40.0,36.0,35.0,39.0
22396,31.0,30.0,32.0,35.0,31.0,33.0,35.0,31.0,31.0,32.0,32.0,31.0,30.0,30.0,30.0
22397,29.0,27.0,27.0,30.0,27.0,30.0,25.0,30.0,25.0,29.0,29.0,30.0,30.0,25.0,25.0
22398,18.0,14.0,17.0,16.0,10.0,15.0,20.0,18.0,11.0,17.0,23.0,13.0,13.0,10.0,15.0
22399,10.0,7.0,6.0,3.0,,7.0,9.0,,6.0,4.0,7.0,0.0,3.0,9.0,2.0
22400,113.0,114.0,116.0,120.0,112.0,111.0,120.0,116.0,113.0,119.0,114.0,111.0,112.0,116.0,112.0
22401,108.0,106.0,105.0,108.0,107.0,105.0,106.0,108.0,107.0,108.0,105.0,105.0,107.0,107.0,106.0
22402,105.0,103.0,104.0,102.0,105.0,103.0,100.0,100.0,101.0,105.0,101.0,101.0,102.0,101.0,104.0
22403,100.0,97.0,96.0,100.0,99.0,97.0,96.0,97.0,95.0,96.0,96.0,99.0,95.0,97.0,99.0
22404,94.0,92.0,92.0,92.0,93.0,94.0,95.0,90.0,93.0,90.0,94.0,93.0,92.0,93.0,93.0
22405,87.0,89.0,85.0,87.0,86.0,89.0,85.0,90.0,85.0,87.0,85.0,86.0,87.0,86.0,89.0
22406,81.0,84.0,85.0,84.0,83.0,84.0,84.0,80.0,85.0,80.0,81.0,80.0,64.0,56.0,74.0
22407,77.0,80.0,77.0,79.0,76.0,80.0,80.0,75.0,77.0,80.0,78.0,80.0,76.0,77.0,75.0
22408,74.0,73.0,74.0,72.0,73.0,70.0,72.0,73.0,71.0,74.0,73.0,75.0,74.0,75.0,74.0
22409,66.0,69.0,,66.0,66.0,70.0,67.0,68.0,66.0,70.0,66.0,69.0,65.0,69.0,67.0
22410,,62.0,63.0,62.0,62.0,65.0,64.0,63.0,62.0,65.0,63.0,64.0,60.0,62.0,63.0
22411,57.0,58.0,59.0,59.0,56.0,58.0,55.0,56.0,57.0,60.0,58.0,60.0,59.0,60.0,59.0
22412,55.0,50.0,52.0,55.0,51.0,50.0,,55.0,55.0,53.0,53.0,55.0,50.0,51.0,53.0
22413,48.0,47.0,45.0,48.0,46.0,48.0,45.0,47.0,45.0,48.0,50.0,50.0,45.0,47.0,49.0
22414,45.0,45.0,43.0,41.0,40.0,42.0,43.0,44.0,44.0,43.0,40.0,45.0,42.0,40.0,40.0
22415,40.0,36.0,40.0,39.0,39.0,36.0,36.0,40.0,36.0,38.0,36.0,35.0,36.0,35.0,40.0
22416,33.0,35.0,31.0,30.0,35.0,31.0,32.0,32.0,35.0,30.0,34.0,30.0,31.0,30.0,30.0
22417,30.0,30.0,30.0,27.0,25.0,30.0,27.0,25.0,27.0,28.0,27.0,26.0,25.0,30.0,25.0
22418,24.0,17.0,10.0,11.0,22.0,17.0,16.0,16.0,17.0,12.0,14.0,16.0,12.0,22.0,23.0
22419,3.0,7.0,4.0,10.0,4.0,6.0,9.0,7.0,8.0,2.0,10.0,7.0,4.0,3.0,0.0
22420,113.0,116.0,115.0,112.0,114.0,119.0,113.0,119.0,115.0,115.0,117.0,111.0,113.0,115.0,111.0
22421,110.0,106.0,107.0,107.0,107.0,107.0,106.0,107.0,107.0,108.0,105.0,108.0,107.0,109.0,107.0
22422,101.0,101.0,104.0,100.0,103.0,101.0,103.0,105.0,103.0,102.0,104.0,100.0,101.0,101.0,104.0
22423,95.0,100.0,95.0,99.0,96.0,95.0,100.0,97.0,96.0,95.0,96.0,100.0,99.0,96.0,99.0
22424,91.0,93.0,92.0,94.0,91.0,91.0,95.0,93.0,95.0,95.0,93.0,95.0,90.0,94.0,93.0
22425,86.0,89.0,90.0,90.0,88.0,90.0,88.0,89.0,88.0,87.0,88.0,88.0,88.0,85.0,89.0
22426,83.0,82.0,80.0,82.0,85.0,84.0,82.0,85.0,,81.0,85.0,82.0,70.0,60.0,53.0
22427,78.0,76.0,75.0,77.0,77.0,79.0,77.0,76.0,77.0,77.0,76.0,77.0,78.0,79.0,79.0
22428,73.0,70.0,73.0,73.0,71.0,71.0,75.0,73.0,72.0,70.0,70.0,75.0,72.0,71.0,75.0
22429,68.0,67.0,67.0,65.0,68.0,66.0,68.0,65.0,68.0,68.0,70.0,68.0,65.0,,67.0
22430,65.0,64.0,62.0,63.0,63.0,64.0,63.0,62.0,65.0,62.0,64.0,65.0,61.0,65.0,60.0
22431,60.0,59.0,59.0,58.0,58.0,58.0,59.0,57.0,55.0,58.0,55.0,59.0,60.0,58.0,57.0
22432,54.0,51.0,53.0,55.0,54.0,52.0,54.0,53.0,52.0,51.0,50.0,50.0,50.0,55.0,53.0
22433,45.0,49.0,46.0,50.0,45.0,46.0,46.0,47.0,47.0,50.0,49.0,46.0,45.0,48.0,49.0
22434,45.0,43.0,42.0,45.0,42.0,44.0,45.0,40.0,42.0,42.0,42.0,44.0,44.0,43.0,40.0
22435,36.0,38.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,36.0,37.0,38.0,37.0,39.0,36.0
22436,34.0,32.0,34.0,35.0,35.0,30.0,35.0,32.0,33.0,30.0,33.0,35.0,32.0,30.0,32.0
22437,26.0,27.0,27.0,27.0,29.0,28.0,27.0,26.0,28.0,30.0,29.0,25.0,29.0,29.0,26.0
22438,16.0,24.0,19.0,24.0,18.0,15.0,21.0,18.0,11.0,13.0,19.0,17.0,18.0,23.0,18.0
22439,8.0,9.0,10.0,1.0,1.0,10.0,1.0,5.0,,0.0,5.0,9.0,7.0,8.0,7.0
22440,117.0,120.0,117.0,111.0,112.0,110.0,113.0,115.0,114.0,114.0,114.0,114.0,120.0,115.0,120.0
22441,107.0,105.0,108.0,105.0,110.0,110.0,109.0,108.0,105.0,110.0,109.0,110.0,110.0,106.0,110.0
22442,102.0,101.0,102.0,101.0,102.0,105.0,105.0,102.0,101.0,104.0,102.0,101.0,105.0,105.0,101.0
