Id,MathScore,ReadingScore,WritingScore
2161889,69.0,65.0,74.0
2161890,44.0,51.0,48.0
2161891,86.0,85.0,91.0
2161892,85.0,92.0,85.0
2161893,50.0,67.0,73.0
2161894,88.0,74.0,75.0
2161895,59.0,62.0,69.0
2161896,32.0,34.0,38.0
2161897,36.0,29.0,27.0
2161898,63.0,78.0,79.0
2161899,67.0,54.0,63.0
2161900,65.0,78.0,82.0
2161901,85.0,84.0,89.0
2161902,73.0,78.0,74.0
2161903,34.0,48.0,41.0
2161904,93.0,100.0,100.0
2161905,67.0,84.0,84.0
2161906,88.0,77.0,77.0
2161907,57.0,48.0,51.0
2161908,79.0,84.0,91.0
2161909,67.0,75.0,72.0
2161910,70.0,64.0,70.0
2161911,50.0,42.0,48.0
2161912,69.0,84.0,82.0
2161913,52.0,61.0,66.0
2161914,47.0,62.0,66.0
2161915,46.0,61.0,55.0
2161916,68.0,70.0,66.0
2161917,100.0,100.0,100.0
2161918,44.0,61.0,52.0
2161919,57.0,77.0,80.0
2161920,91.0,96.0,91.0
2161921,69.0,70.0,67.0
2161922,35.0,53.0,46.0
2161923,72.0,66.0,66.0
2161924,54.0,65.0,65.0
2161925,74.0,70.0,69.0
2161926,74.0,64.0,60.0
2161927,64.0,56.0,52.0
2161928,65.0,61.0,71.0
2161929,46.0,43.0,44.0
2161930,48.0,56.0,51.0
2161931,67.0,74.0,70.0
2161932,62.0,57.0,62.0
2161933,61.0,71.0,73.0
2161934,70.0,75.0,74.0
2161935,98.0,87.0,90.0
2161936,70.0,63.0,58.0
2161937,67.0,57.0,53.0
2161938,57.0,58.0,57.0
2161939,85.0,81.0,85.0
2161940,77.0,68.0,69.0
2161941,72.0,66.0,72.0
2161942,78.0,91.0,96.0
2161943,81.0,66.0,64.0
2161944,61.0,62.0,61.0
2161945,58.0,68.0,61.0
2161946,,61.0,58.0
2161947,82.0,82.0,80.0
2161948,49.0,58.0,60.0
2161949,49.0,50.0,52.0
2161950,57.0,75.0,73.0
2161951,94.0,73.0,71.0
2161952,75.0,,
2161953,74.0,74.0,72.0
2161954,58.0,52.0,54.0
2161955,62.0,69.0,69.0
2161956,72.0,57.0,62.0
2161957,84.0,87.0,81.0
2161958,92.0,100.0,100.0
2161959,45.0,63.0,59.0
2161960,75.0,81.0,
2161961,56.0,58.0,64.0
2161962,48.0,,53.0
2161963,100.0,100.0,100.0
2161964,65.0,76.0,75.0
2161965,72.0,57.0,58.0
2161966,62.0,70.0,72.0
2161967,66.0,68.0,64.0
2161968,63.0,63.0,60.0
2161969,68.0,76.0,67.0
2161970,75.0,84.0,80.0
2161971,89.0,100.0,100.0
2161972,78.0,72.0,69.0
2161973,53.0,50.0,60.0
2161974,49.0,65.0,61.0
2161975,54.0,63.0,67.0
2161976,64.0,82.0,77.0
2161977,60.0,62.0,60.0
2161978,62.0,65.0,58.0
2161979,55.0,41.0,48.0
2161980,91.0,95.0,94.0
2161981,8.0,24.0,23.0
2161982,81.0,78.0,78.0
2161983,79.0,,86.0
2161984,78.0,87.0,91.0
2161985,74.0,75.0,82.0
2161986,57.0,,54.0
2161987,40.0,59.0,51.0
2161988,81.0,75.0,
2161989,44.0,45.0,45.0
2161990,67.0,86.0,83.0
2161991,86.0,81.0,75.0
2161992,65.0,82.0,78.0
2161993,55.0,76.0,76.0
2161994,62.0,72.0,74.0
2161995,63.0,63.0,62.0
2161996,88.0,99.0,95.0
2161997,62.0,55.0,55.0
2161998,59.0,71.0,65.0
2161999,68.0,78.0,77.0
2162000,77.0,86.0,86.0
2162001,75.0,88.0,85.0
2162002,91.0,98.0,100.0
2162003,59.0,72.0,65.0
2162004,72.0,57.0,62.0
2162005,63.0,52.0,53.0
2162006,61.0,66.0,
2162007,65.0,74.0,75.0
2162008,75.0,87.0,81.0
2162009,46.0,69.0,73.0
2162010,70.0,63.0,61.0
2162011,100.0,100.0,100.0
2162012,63.0,63.0,55.0
2162013,81.0,81.0,88.0
2162014,71.0,58.0,64.0
2162015,98.0,,77.0
2162016,85.0,91.0,91.0
2162017,80.0,71.0,66.0
2162018,,81.0,75.0
2162019,41.0,46.0,45.0
2162020,81.0,78.0,80.0
2162021,50.0,62.0,
2162022,79.0,82.0,
2162023,64.0,,83.0
2162024,72.0,80.0,81.0
2162025,64.0,69.0,63.0
2162026,70.0,75.0,74.0
2162027,66.0,65.0,54.0
2162028,70.0,87.0,87.0
2162029,62.0,58.0,59.0
2162030,73.0,78.0,79.0
2162031,64.0,68.0,67.0
2162032,60.0,77.0,78.0
2162033,52.0,67.0,
2162034,51.0,39.0,40.0
2162035,99.0,100.0,100.0
2162036,45.0,53.0,55.0
2162037,70.0,78.0,80.0
2162038,80.0,71.0,73.0
2162039,70.0,63.0,61.0
2162040,77.0,83.0,90.0
2162041,87.0,97.0,96.0
2162042,74.0,66.0,72.0
2162043,61.0,,66.0
2162044,100.0,100.0,100.0
2162045,76.0,67.0,67.0
2162046,76.0,83.0,82.0
2162047,58.0,49.0,42.0
2162048,74.0,65.0,61.0
2162049,36.0,38.0,36.0
2162050,62.0,69.0,61.0
2162051,76.0,78.0,72.0
2162052,71.0,71.0,66.0
2162053,48.0,73.0,69.0
2162054,47.0,50.0,
2162055,29.0,45.0,46.0
2162056,50.0,62.0,61.0
2162057,35.0,35.0,35.0
2162058,73.0,76.0,75.0
2162059,59.0,72.0,71.0
2162060,69.0,74.0,74.0
2162061,44.0,54.0,49.0
2162062,75.0,82.0,69.0
2162063,57.0,50.0,45.0
2162064,56.0,69.0,65.0
2162065,62.0,77.0,79.0
2162066,56.0,74.0,74.0
2162067,80.0,72.0,71.0
2162068,57.0,53.0,47.0
2162069,74.0,62.0,62.0
2162070,59.0,68.0,68.0
2162071,72.0,65.0,71.0
2162072,89.0,97.0,93.0
2162073,67.0,75.0,68.0
2162074,65.0,55.0,62.0
2162075,58.0,71.0,64.0
2162076,82.0,80.0,
2162077,62.0,75.0,70.0
2162078,63.0,83.0,91.0
2162079,62.0,70.0,67.0
2162080,32.0,48.0,50.0
2162081,69.0,,60.0
2162082,59.0,60.0,51.0
2162083,57.0,65.0,70.0
2162084,48.0,43.0,37.0
2162085,72.0,84.0,84.0
2162086,71.0,70.0,62.0
2162087,71.0,84.0,82.0
2162088,35.0,42.0,39.0
2162089,100.0,97.0,91.0
2162090,64.0,74.0,74.0
2162091,66.0,68.0,65.0
2162092,27.0,37.0,37.0
2162093,52.0,53.0,51.0
2162094,58.0,63.0,57.0
2162095,69.0,65.0,61.0
2162096,66.0,73.0,
2162097,63.0,65.0,72.0
2162098,79.0,73.0,74.0
2162099,53.0,69.0,63.0
2162100,64.0,63.0,60.0
2162101,69.0,71.0,68.0
2162102,72.0,67.0,68.0
2162103,56.0,65.0,68.0
2162104,68.0,87.0,93.0
2162105,72.0,79.0,76.0
2162106,78.0,87.0,76.0
2162107,78.0,92.0,93.0
2162108,66.0,78.0,77.0
2162109,57.0,67.0,63.0
2162110,58.0,77.0,75.0
2162111,91.0,97.0,100.0
2162112,48.0,49.0,46.0
2162113,80.0,78.0,81.0
2162114,51.0,48.0,48.0
2162115,46.0,54.0,60.0
2162116,60.0,66.0,73.0
2162117,58.0,64.0,63.0
2162118,44.0,50.0,48.0
2162119,78.0,73.0,76.0
2162120,68.0,63.0,54.0
2162121,68.0,85.0,79.0
2162122,65.0,73.0,75.0
2162123,72.0,62.0,70.0
2162124,79.0,81.0,76.0
2162125,79.0,81.0,82.0
2162126,55.0,61.0,59.0
2162127,52.0,66.0,
2162128,54.0,59.0,46.0
2162129,89.0,93.0,92.0
2162130,74.0,77.0,87.0
2162131,52.0,58.0,49.0
2162132,61.0,51.0,54.0
2162133,58.0,59.0,60.0
2162134,79.0,82.0,75.0
2162135,52.0,69.0,71.0
2162136,47.0,53.0,52.0
2162137,84.0,89.0,85.0
2162138,91.0,95.0,100.0
2162139,84.0,82.0,77.0
2162140,100.0,88.0,92.0
2162141,64.0,59.0,58.0
2162142,,59.0,65.0
2162143,69.0,80.0,75.0
2162144,71.0,62.0,55.0
2162145,38.0,52.0,43.0
2162146,65.0,80.0,72.0
2162147,65.0,74.0,71.0
2162148,77.0,79.0,81.0
2162149,70.0,78.0,71.0
2162150,58.0,61.0,62.0
2162151,58.0,51.0,48.0
2162152,62.0,74.0,71.0
2162153,75.0,86.0,78.0
2162154,52.0,59.0,63.0
2162155,93.0,92.0,85.0
2162156,69.0,,81.0
2162157,71.0,87.0,87.0
2162158,62.0,69.0,63.0
2162159,46.0,47.0,49.0
2162160,75.0,73.0,75.0
2162161,67.0,67.0,62.0
2162162,75.0,66.0,64.0
2162163,57.0,68.0,51.0
2162164,69.0,75.0,75.0
2162165,70.0,78.0,66.0
2162166,,61.0,56.0
2162167,63.0,91.0,91.0
2162168,72.0,66.0,70.0
2162169,56.0,64.0,55.0
2162170,54.0,58.0,53.0
2162171,51.0,66.0,62.0
2162172,83.0,78.0,79.0
2162173,57.0,77.0,72.0
2162174,51.0,54.0,53.0
2162175,60.0,75.0,70.0
2162176,52.0,52.0,48.0
2162177,78.0,,71.0
2162178,61.0,74.0,74.0
2162179,38.0,58.0,54.0
2162180,82.0,91.0,88.0
2162181,78.0,74.0,
2162182,70.0,64.0,55.0
2162183,64.0,62.0,60.0
2162184,83.0,81.0,73.0
2162185,71.0,,75.0
2162186,52.0,71.0,71.0
2162187,74.0,67.0,67.0
2162188,69.0,71.0,79.0
2162189,93.0,87.0,74.0
2162190,61.0,68.0,68.0
2162191,68.0,63.0,60.0
2162192,53.0,66.0,71.0
2162193,56.0,74.0,74.0
2162194,55.0,57.0,60.0
2162195,44.0,52.0,49.0
2162196,52.0,50.0,38.0
2162197,83.0,80.0,76.0
2162198,39.0,55.0,50.0
2162199,,67.0,68.0
2162200,,76.0,85.0
2162201,43.0,58.0,46.0
2162202,79.0,83.0,77.0
2162203,61.0,56.0,55.0
2162204,84.0,96.0,97.0
2162205,62.0,63.0,67.0
2162206,54.0,70.0,
2162207,76.0,82.0,72.0
2162208,63.0,83.0,82.0
2162209,48.0,66.0,63.0
2162210,69.0,63.0,71.0
2162211,88.0,90.0,83.0
2162212,54.0,55.0,45.0
2162213,43.0,,58.0
2162214,78.0,63.0,
2162215,66.0,79.0,86.0
2162216,47.0,46.0,39.0
2162217,65.0,69.0,75.0
2162218,51.0,51.0,50.0
2162219,80.0,84.0,
2162220,87.0,82.0,79.0
2162221,40.0,60.0,54.0
2162222,63.0,45.0,43.0
2162223,85.0,93.0,89.0
2162224,64.0,72.0,75.0
2162225,57.0,,67.0
2162226,45.0,59.0,57.0
2162227,74.0,70.0,70.0
2162228,76.0,57.0,60.0
2162229,75.0,86.0,82.0
2162230,72.0,81.0,75.0
2162231,63.0,63.0,63.0
2162232,,73.0,61.0
2162233,45.0,65.0,64.0
2162234,57.0,71.0,64.0
2162235,32.0,56.0,51.0
2162236,67.0,61.0,63.0
2162237,89.0,79.0,71.0
2162238,60.0,63.0,59.0
2162239,63.0,62.0,60.0
2162240,44.0,65.0,65.0
2162241,39.0,42.0,37.0
2162242,,97.0,92.0
2162243,,60.0,62.0
2162244,72.0,78.0,74.0
2162245,42.0,56.0,57.0
2162246,72.0,79.0,86.0
2162247,92.0,85.0,95.0
2162248,82.0,79.0,74.0
2162249,65.0,,78.0
2162250,86.0,93.0,90.0
2162251,70.0,82.0,69.0
2162252,68.0,68.0,70.0
2162253,79.0,91.0,98.0
2162254,45.0,52.0,50.0
2162255,64.0,69.0,65.0
2162256,76.0,62.0,61.0
2162257,53.0,60.0,56.0
2162258,75.0,85.0,80.0
2162259,62.0,71.0,69.0
2162260,66.0,76.0,75.0
2162261,72.0,79.0,82.0
2162262,76.0,75.0,74.0
2162263,64.0,69.0,62.0
2162264,50.0,57.0,57.0
2162265,61.0,68.0,64.0
2162266,65.0,67.0,64.0
2162267,55.0,60.0,58.0
2162268,26.0,48.0,37.0
2162269,82.0,75.0,87.0
2162270,67.0,56.0,50.0
2162271,47.0,,53.0
2162272,81.0,76.0,77.0
2162273,84.0,79.0,74.0
2162274,74.0,75.0,70.0
2162275,81.0,73.0,73.0
2162276,29.0,49.0,50.0
2162277,72.0,84.0,79.0
2162278,69.0,75.0,72.0
2162279,98.0,95.0,93.0
2162280,38.0,47.0,44.0
2162281,54.0,52.0,50.0
2162282,85.0,76.0,75.0
2162283,78.0,80.0,82.0
2162284,84.0,71.0,76.0
2162285,84.0,82.0,87.0
2162286,61.0,60.0,62.0
2162287,52.0,66.0,57.0
2162288,79.0,77.0,72.0
2162289,57.0,73.0,75.0
2162290,58.0,58.0,60.0
2162291,52.0,55.0,57.0
2162292,78.0,84.0,81.0
2162293,51.0,72.0,67.0
2162294,76.0,68.0,66.0
2162295,56.0,71.0,65.0
2162296,58.0,80.0,78.0
2162297,64.0,76.0,75.0
2162298,80.0,79.0,79.0
2162299,50.0,48.0,45.0
2162300,45.0,44.0,
2162301,74.0,67.0,69.0
2162302,70.0,67.0,67.0
2162303,57.0,70.0,64.0
2162304,85.0,85.0,81.0
2162305,73.0,,78.0
2162306,62.0,61.0,61.0
2162307,41.0,48.0,38.0
2162308,36.0,47.0,48.0
2162309,63.0,68.0,70.0
2162310,48.0,61.0,49.0
2162311,71.0,,63.0
2162312,57.0,63.0,59.0
2162313,66.0,53.0,54.0
2162314,45.0,58.0,53.0
2162315,56.0,47.0,44.0
2162316,84.0,61.0,56.0
2162317,,81.0,82.0
2162318,48.0,56.0,
2162319,91.0,91.0,92.0
2162320,76.0,65.0,66.0
2162321,48.0,69.0,64.0
2162322,45.0,46.0,42.0
2162323,27.0,41.0,38.0
2162324,62.0,55.0,53.0
2162325,48.0,65.0,60.0
2162326,67.0,60.0,61.0
2162327,66.0,64.0,56.0
2162328,40.0,62.0,62.0
2162329,52.0,49.0,54.0
2162330,55.0,63.0,62.0
2162331,82.0,70.0,70.0
2162332,67.0,82.0,83.0
2162333,64.0,96.0,91.0
2162334,88.0,83.0,86.0
2162335,77.0,82.0,81.0
2162336,69.0,66.0,73.0
2162337,75.0,,72.0
2162338,100.0,84.0,81.0
2162339,43.0,49.0,46.0
2162340,69.0,69.0,63.0
2162341,80.0,93.0,95.0
2162342,75.0,70.0,70.0
2162343,59.0,72.0,75.0
2162344,45.0,53.0,49.0
2162345,63.0,52.0,48.0
2162346,63.0,65.0,55.0
2162347,61.0,48.0,47.0
2162348,73.0,83.0,82.0
2162349,75.0,78.0,
2162350,90.0,83.0,84.0
2162351,72.0,74.0,80.0
2162352,43.0,61.0,52.0
2162353,84.0,75.0,69.0
2162354,55.0,52.0,54.0
2162355,71.0,82.0,85.0
2162356,64.0,88.0,83.0
2162357,68.0,86.0,81.0
2162358,,63.0,61.0
2162359,67.0,69.0,60.0
2162360,82.0,,78.0
2162361,91.0,83.0,77.0
2162362,56.0,70.0,72.0
2162363,87.0,87.0,92.0
2162364,56.0,72.0,67.0
2162365,68.0,69.0,70.0
2162366,52.0,40.0,46.0
2162367,84.0,83.0,85.0
2162368,83.0,80.0,74.0
2162369,23.0,31.0,29.0
2162370,64.0,68.0,63.0
2162371,62.0,,72.0
2162372,78.0,94.0,92.0
2162373,73.0,76.0,73.0
2162374,79.0,80.0,79.0
2162375,90.0,90.0,87.0
2162376,51.0,55.0,52.0
2162377,100.0,100.0,100.0
2162378,57.0,56.0,62.0
2162379,77.0,80.0,83.0
2162380,53.0,57.0,48.0
2162381,73.0,69.0,75.0
2162382,72.0,76.0,71.0
2162383,84.0,79.0,84.0
2162384,94.0,88.0,
2162385,97.0,85.0,91.0
2162386,65.0,53.0,49.0
2162387,86.0,75.0,79.0
2162388,47.0,46.0,
2162389,78.0,71.0,72.0
2162390,64.0,59.0,64.0
2162391,83.0,83.0,75.0
2162392,58.0,61.0,
2162393,90.0,80.0,81.0
2162394,74.0,72.0,76.0
2162395,88.0,78.0,80.0
2162396,79.0,,71.0
2162397,86.0,88.0,93.0
2162398,52.0,64.0,67.0
2162399,73.0,67.0,72.0
2162400,68.0,82.0,81.0
2162401,73.0,68.0,72.0
2162402,40.0,32.0,33.0
2162403,70.0,59.0,57.0
2162404,59.0,,51.0
2162405,63.0,77.0,77.0
2162406,50.0,,64.0
2162407,60.0,79.0,64.0
2162408,68.0,82.0,78.0
2162409,66.0,60.0,54.0
2162410,52.0,57.0,56.0
2162411,53.0,45.0,44.0
2162412,74.0,77.0,83.0
2162413,74.0,83.0,85.0
2162414,51.0,48.0,48.0
2162415,42.0,26.0,32.0
2162416,40.0,24.0,28.0
2162417,100.0,98.0,100.0
2162418,57.0,55.0,46.0
2162419,45.0,51.0,51.0
2162420,54.0,62.0,55.0
2162421,69.0,67.0,63.0
2162422,67.0,65.0,64.0
2162423,30.0,47.0,41.0
2162424,68.0,69.0,75.0
2162425,71.0,58.0,59.0
2162426,41.0,43.0,38.0
2162427,58.0,67.0,65.0
2162428,62.0,75.0,70.0
2162429,71.0,71.0,65.0
2162430,47.0,38.0,39.0
2162431,48.0,51.0,56.0
2162432,80.0,85.0,80.0
2162433,,70.0,64.0
2162434,46.0,49.0,46.0
2162435,67.0,54.0,56.0
2162436,64.0,79.0,75.0
2162437,62.0,57.0,55.0
2162438,77.0,82.0,85.0
2162439,79.0,88.0,78.0
2162440,100.0,86.0,93.0
2162441,47.0,40.0,35.0
2162442,70.0,,79.0
2162443,82.0,87.0,88.0
2162444,45.0,43.0,33.0
2162445,72.0,82.0,79.0
2162446,94.0,89.0,81.0
2162447,65.0,68.0,
2162448,67.0,82.0,85.0
2162449,54.0,64.0,66.0
2162450,98.0,94.0,95.0
2162451,57.0,65.0,67.0
2162452,61.0,76.0,77.0
2162453,61.0,73.0,75.0
2162454,92.0,96.0,96.0
2162455,65.0,70.0,
2162456,57.0,68.0,74.0
2162457,60.0,55.0,56.0
2162458,88.0,70.0,65.0
2162459,69.0,70.0,66.0
2162460,63.0,66.0,71.0
2162461,66.0,79.0,86.0
2162462,73.0,62.0,64.0
2162463,88.0,100.0,100.0
2162464,71.0,85.0,74.0
2162465,88.0,99.0,100.0
2162466,88.0,74.0,70.0
2162467,78.0,78.0,87.0
2162468,35.0,40.0,35.0
2162469,42.0,40.0,37.0
2162470,71.0,76.0,71.0
2162471,42.0,58.0,56.0
2162472,79.0,88.0,83.0
2162473,90.0,100.0,98.0
2162474,66.0,59.0,64.0
2162475,62.0,66.0,66.0
2162476,100.0,87.0,86.0
2162477,53.0,54.0,47.0
2162478,72.0,88.0,83.0
2162479,74.0,81.0,77.0
2162480,89.0,93.0,93.0
2162481,59.0,60.0,50.0
2162482,69.0,66.0,60.0
2162483,73.0,68.0,72.0
2162484,79.0,97.0,
2162485,67.0,,53.0
2162486,60.0,60.0,51.0
2162487,74.0,67.0,67.0
2162488,68.0,61.0,61.0
2162489,77.0,88.0,89.0
2162490,88.0,92.0,98.0
2162491,46.0,65.0,64.0
2162492,80.0,85.0,94.0
2162493,75.0,88.0,86.0
2162494,59.0,63.0,66.0
2162495,67.0,75.0,71.0
2162496,50.0,55.0,50.0
2162497,62.0,65.0,
2162498,61.0,71.0,73.0
2162499,74.0,68.0,73.0
2162500,68.0,,53.0
2162501,48.0,52.0,47.0
2162502,53.0,67.0,68.0
2162503,90.0,91.0,88.0
2162504,72.0,,73.0
2162505,73.0,79.0,74.0
2162506,65.0,64.0,64.0
2162507,77.0,76.0,80.0
2162508,32.0,42.0,40.0
2162509,85.0,85.0,
2162510,56.0,61.0,61.0
2162511,74.0,68.0,63.0
2162512,71.0,72.0,77.0
2162513,72.0,76.0,70.0
2162514,71.0,79.0,71.0
2162515,,62.0,67.0
2162516,94.0,85.0,87.0
2162517,75.0,82.0,80.0
2162518,64.0,62.0,57.0
2162519,87.0,82.0,77.0
2162520,68.0,80.0,81.0
2162521,57.0,62.0,63.0
2162522,45.0,56.0,
2162523,60.0,73.0,68.0
2162524,69.0,67.0,70.0
2162525,78.0,89.0,81.0
2162526,36.0,45.0,42.0
2162527,57.0,71.0,62.0
2162528,83.0,90.0,87.0
2162529,56.0,61.0,59.0
2162530,64.0,63.0,57.0
2162531,64.0,78.0,75.0
2162532,40.0,41.0,44.0
2162533,84.0,,89.0
2162534,51.0,55.0,
2162535,60.0,72.0,66.0
2162536,68.0,60.0,58.0
2162537,40.0,51.0,55.0
2162538,68.0,65.0,69.0
2162539,83.0,63.0,65.0
2162540,78.0,70.0,78.0
2162541,85.0,92.0,85.0
2162542,52.0,62.0,60.0
2162543,59.0,50.0,45.0
2162544,64.0,63.0,57.0
2162545,59.0,69.0,72.0
2162546,49.0,57.0,57.0
2162547,85.0,100.0,100.0
2162548,75.0,81.0,80.0
2162549,84.0,88.0,86.0
2162550,45.0,45.0,45.0
2162551,61.0,52.0,54.0
2162552,99.0,95.0,89.0
2162553,80.0,72.0,70.0
2162554,82.0,95.0,97.0
2162555,72.0,68.0,66.0
2162556,53.0,71.0,66.0
2162557,79.0,75.0,70.0
2162558,71.0,75.0,80.0
2162559,90.0,91.0,98.0
2162560,,40.0,38.0
2162561,71.0,78.0,82.0
2162562,100.0,98.0,92.0
2162563,66.0,81.0,80.0
2162564,81.0,84.0,89.0
2162565,51.0,67.0,65.0
2162566,30.0,21.0,17.0
2162567,92.0,97.0,92.0
2162568,54.0,56.0,54.0
2162569,44.0,45.0,52.0
2162570,61.0,65.0,54.0
2162571,98.0,100.0,100.0
2162572,,77.0,71.0
2162573,49.0,61.0,49.0
2162574,43.0,59.0,57.0
2162575,50.0,42.0,36.0
2162576,59.0,57.0,51.0
2162577,80.0,78.0,80.0
2162578,95.0,93.0,85.0
2162579,46.0,59.0,60.0
2162580,74.0,75.0,76.0
2162581,93.0,75.0,77.0
2162582,79.0,81.0,85.0
2162583,78.0,82.0,93.0
2162584,53.0,62.0,59.0
2162585,43.0,49.0,45.0
2162586,63.0,69.0,74.0
2162587,68.0,64.0,59.0
2162588,60.0,46.0,49.0
2162589,34.0,37.0,35.0
2162590,43.0,49.0,39.0
2162591,90.0,84.0,85.0
2162592,39.0,45.0,29.0
2162593,35.0,47.0,33.0
2162594,93.0,85.0,78.0
2162595,60.0,57.0,51.0
2162596,67.0,56.0,58.0
2162597,,100.0,97.0
2162598,75.0,84.0,83.0
2162599,46.0,58.0,53.0
2162600,63.0,,76.0
2162601,58.0,66.0,64.0
2162602,42.0,58.0,58.0
2162603,30.0,30.0,36.0
2162604,82.0,84.0,90.0
2162605,81.0,67.0,64.0
2162606,58.0,,52.0
2162607,77.0,63.0,68.0
2162608,96.0,100.0,100.0
2162609,66.0,64.0,56.0
2162610,72.0,62.0,66.0
2162611,90.0,87.0,86.0
2162612,86.0,89.0,96.0
2162613,52.0,48.0,54.0
2162614,81.0,79.0,
2162615,72.0,70.0,69.0
2162616,73.0,60.0,57.0
2162617,47.0,59.0,57.0
2162618,82.0,74.0,69.0
2162619,91.0,92.0,
2162620,96.0,83.0,80.0
2162621,53.0,57.0,59.0
2162622,59.0,59.0,60.0
2162623,50.0,44.0,43.0
2162624,52.0,68.0,65.0
2162625,73.0,83.0,86.0
2162626,82.0,78.0,84.0
2162627,47.0,64.0,60.0
2162628,76.0,78.0,86.0
2162629,78.0,81.0,79.0
2162630,54.0,62.0,60.0
2162631,83.0,78.0,70.0
2162632,100.0,88.0,90.0
2162633,65.0,78.0,74.0
2162634,83.0,80.0,78.0
2162635,47.0,62.0,51.0
2162636,61.0,60.0,57.0
2162637,42.0,32.0,28.0
2162638,66.0,68.0,73.0
2162639,67.0,77.0,81.0
2162640,,63.0,72.0
2162641,80.0,82.0,75.0
2162642,88.0,87.0,89.0
2162643,71.0,54.0,62.0
2162644,51.0,,41.0
2162645,75.0,66.0,63.0
2162646,51.0,57.0,60.0
2162647,,70.0,73.0
2162648,71.0,90.0,83.0
2162649,75.0,75.0,72.0
2162650,79.0,86.0,85.0
2162651,82.0,80.0,78.0
2162652,59.0,58.0,54.0
2162653,58.0,70.0,62.0
2162654,36.0,61.0,55.0
2162655,68.0,79.0,82.0
2162656,82.0,87.0,89.0
2162657,87.0,87.0,77.0
2162658,69.0,84.0,87.0
2162659,50.0,52.0,49.0
2162660,50.0,72.0,73.0
2162661,66.0,,53.0
2162662,32.0,52.0,46.0
2162663,64.0,72.0,73.0
2162664,89.0,86.0,90.0
2162665,77.0,72.0,65.0
2162666,74.0,76.0,71.0
2162667,76.0,65.0,61.0
2162668,64.0,84.0,86.0
2162669,49.0,53.0,56.0
2162670,47.0,58.0,67.0
2162671,,50.0,41.0
2162672,58.0,48.0,45.0
2162673,51.0,48.0,42.0
2162674,85.0,91.0,89.0
2162675,,81.0,83.0
2162676,39.0,42.0,35.0
2162677,55.0,,53.0
2162678,60.0,61.0,
2162679,88.0,79.0,82.0
2162680,88.0,86.0,78.0
2162681,71.0,76.0,76.0
2162682,58.0,42.0,43.0
2162683,70.0,79.0,80.0
2162684,78.0,69.0,58.0
2162685,92.0,89.0,85.0
2162686,73.0,75.0,61.0
2162687,100.0,95.0,100.0
2162688,57.0,67.0,68.0
2162689,77.0,89.0,79.0
2162690,51.0,41.0,39.0
2162691,63.0,64.0,57.0
2162692,63.0,68.0,64.0
2162693,45.0,37.0,35.0
2162694,37.0,48.0,52.0
2162695,89.0,92.0,97.0
2162696,61.0,76.0,83.0
2162697,61.0,57.0,55.0
2162698,69.0,69.0,70.0
2162699,80.0,81.0,79.0
2162700,75.0,76.0,85.0
2162701,79.0,87.0,89.0
2162702,67.0,77.0,76.0
2162703,68.0,79.0,80.0
2162704,29.0,37.0,32.0
2162705,66.0,70.0,70.0
2162706,50.0,46.0,43.0
2162707,61.0,77.0,73.0
2162708,51.0,65.0,60.0
2162709,81.0,81.0,81.0
2162710,68.0,58.0,63.0
2162711,84.0,90.0,93.0
2162712,42.0,59.0,52.0
2162713,70.0,67.0,59.0
2162714,85.0,92.0,94.0
2162715,54.0,49.0,50.0
2162716,58.0,74.0,66.0
2162717,74.0,72.0,71.0
2162718,32.0,49.0,54.0
2162719,72.0,71.0,79.0
2162720,65.0,66.0,65.0
2162721,75.0,73.0,76.0
2162722,83.0,96.0,100.0
2162723,71.0,74.0,68.0
2162724,65.0,80.0,86.0
2162725,63.0,76.0,72.0
2162726,68.0,54.0,53.0
2162727,45.0,51.0,61.0
2162728,77.0,89.0,91.0
2162729,66.0,74.0,76.0
2162730,46.0,67.0,59.0
2162731,88.0,79.0,77.0
2162732,77.0,79.0,84.0
2162733,78.0,82.0,97.0
2162734,84.0,91.0,86.0
2162735,50.0,56.0,55.0
2162736,73.0,76.0,72.0
2162737,97.0,85.0,86.0
2162738,44.0,44.0,42.0
2162739,63.0,61.0,60.0
2162740,90.0,82.0,78.0
2162741,58.0,65.0,67.0
2162742,67.0,79.0,73.0
2162743,54.0,67.0,67.0
2162744,81.0,80.0,83.0
2162745,75.0,83.0,82.0
2162746,78.0,80.0,81.0
2162747,65.0,70.0,69.0
2162748,64.0,64.0,62.0
2162749,,56.0,50.0
2162750,66.0,78.0,74.0
2162751,80.0,91.0,
2162752,43.0,,44.0
2162753,,73.0,71.0
2162754,89.0,100.0,100.0
2162755,55.0,75.0,
2162756,67.0,63.0,58.0
2162757,50.0,54.0,47.0
2162758,81.0,74.0,69.0
2162759,82.0,88.0,100.0
2162760,52.0,59.0,62.0
2162761,80.0,80.0,87.0
2162762,,79.0,77.0
2162763,44.0,52.0,53.0
2162764,79.0,80.0,87.0
2162765,30.0,45.0,41.0
2162766,45.0,66.0,64.0
2162767,44.0,36.0,
2162768,74.0,92.0,89.0
2162769,60.0,67.0,66.0
2162770,62.0,64.0,66.0
2162771,54.0,66.0,71.0
2162772,59.0,61.0,57.0
2162773,61.0,47.0,48.0
2162774,73.0,68.0,63.0
2162775,64.0,68.0,62.0
2162776,59.0,62.0,59.0
2162777,79.0,89.0,85.0
2162778,39.0,44.0,47.0
