Id,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep
2161698,female,group A,bachelor's degree,standard,none
2161699,female,group D,associate's degree,standard,completed
2161700,male,group C,high school,free/reduced,none
2161701,female,group E,bachelor's degree,standard,completed
2161702,female,group B,some high school,standard,none
2161703,male,group A,bachelor's degree,standard,completed
2161704,female,group D,some college,standard,none
2161705,female,group B,some high school,free/reduced,completed
2161706,male,group A,bachelor's degree,free/reduced,none
2161707,male,group D,high school,standard,none
2161708,male,group C,some college,standard,none
2161709,male,group D,high school,standard,none
2161710,female,group D,associate's degree,free/reduced,completed
2161711,male,group C,some college,standard,completed
2161712,female,group E,some high school,standard,completed
2161713,female,group D,some college,standard,none
2161714,male,group D,master's degree,standard,none
2161715,female,group B,some high school,standard,completed
2161716,female,group B,associate's degree,free/reduced,completed
2161717,male,group C,associate's degree,standard,completed
2161718,female,group C,associate's degree,standard,completed
2161719,female,group C,high school,standard,none
2161720,male,group E,associate's degree,free/reduced,completed
2161721,female,group C,some college,free/reduced,none
2161722,male,group D,some high school,free/reduced,completed
2161723,female,group B,some high school,free/reduced,completed
2161724,male,group C,high school,standard,none
2161725,male,group B,some college,standard,none
2161726,male,group E,some college,standard,completed
2161727,female,group E,associate's degree,standard,completed
2161728,male,group E,some high school,standard,completed
2161729,female,group D,high school,free/reduced,none
2161730,male,group C,some college,standard,none
2161731,female,group B,associate's degree,free/reduced,completed
2161732,male,group A,some high school,free/reduced,none
2161733,female,group C,some college,standard,completed
2161734,male,group D,some high school,standard,none
2161735,female,group E,some college,free/reduced,none
2161736,male,group C,master's degree,standard,none
2161737,male,group C,associate's degree,standard,none
2161738,female,group B,some college,free/reduced,completed
2161739,male,group D,associate's degree,standard,none
2161740,male,group C,high school,free/reduced,none
2161741,male,group D,bachelor's degree,standard,none
2161742,female,group A,associate's degree,free/reduced,none
2161743,female,group C,high school,standard,none
2161744,female,group C,associate's degree,standard,completed
2161745,male,group B,some college,free/reduced,none
2161746,male,group D,associate's degree,standard,none
2161747,male,group D,high school,standard,none
2161748,male,group C,some college,standard,none
2161749,female,group C,bachelor's degree,free/reduced,none
2161750,male,group B,some college,standard,completed
2161751,male,group D,some high school,standard,completed
2161752,male,group E,some college,standard,none
2161753,male,group C,master's degree,free/reduced,completed
2161754,female,group C,some high school,standard,completed
2161755,male,group C,associate's degree,free/reduced,none
2161756,female,group E,associate's degree,standard,none
2161757,male,group D,some college,standard,none
2161758,male,group E,bachelor's degree,free/reduced,completed
2161759,female,group D,some college,free/reduced,completed
2161760,male,group B,some college,standard,completed
2161761,female,group C,high school,free/reduced,none
2161762,female,group D,some high school,standard,none
2161763,male,group D,some high school,standard,completed
2161764,female,group B,high school,standard,none
2161765,male,group D,some college,standard,none
2161766,female,group B,high school,standard,none
2161767,female,group C,high school,standard,completed
2161768,male,group B,high school,standard,completed
2161769,female,group D,some high school,standard,none
2161770,male,group A,some college,free/reduced,none
2161771,male,group B,high school,standard,none
2161772,male,group D,bachelor's degree,standard,none
2161773,female,group B,some high school,free/reduced,completed
2161774,female,group C,bachelor's degree,free/reduced,none
2161775,male,group B,some college,standard,none
2161776,female,group B,some high school,free/reduced,none
2161777,female,group B,high school,standard,none
2161778,female,group C,some college,free/reduced,none
2161779,female,group A,some college,standard,completed
2161780,male,group E,associate's degree,standard,completed
2161781,female,group D,associate's degree,free/reduced,none
2161782,female,group B,master's degree,standard,none
2161783,female,group B,high school,free/reduced,completed
2161784,female,group C,associate's degree,standard,completed
2161785,male,group C,bachelor's degree,standard,completed
2161786,female,group B,some high school,standard,completed
2161787,female,group E,some high school,free/reduced,none
2161788,female,group B,some college,standard,none
2161789,male,group C,associate's degree,free/reduced,none
2161790,female,group C,master's degree,free/reduced,none
2161791,female,group B,high school,standard,none
2161792,female,group D,some college,free/reduced,none
2161793,male,group D,high school,free/reduced,none
2161794,male,group E,some high school,standard,completed
2161795,female,group B,high school,standard,none
2161796,female,group E,associate's degree,free/reduced,completed
2161797,male,group D,high school,standard,none
2161798,female,group E,associate's degree,free/reduced,none
2161799,male,group E,some college,standard,none
2161800,female,group C,associate's degree,standard,none
2161801,male,group C,some high school,standard,completed
2161802,male,group C,some high school,standard,completed
2161803,female,group E,associate's degree,standard,none
2161804,female,group B,some college,standard,none
2161805,female,group C,some college,standard,none
2161806,male,group A,some college,free/reduced,none
2161807,female,group D,some college,free/reduced,none
2161808,female,group E,high school,free/reduced,none
2161809,male,group C,high school,standard,none
2161810,male,group B,bachelor's degree,standard,none
2161811,male,group A,some high school,standard,none
2161812,male,group A,high school,free/reduced,none
2161813,female,group C,master's degree,standard,completed
2161814,male,group E,some high school,standard,completed
2161815,female,group C,high school,standard,none
2161816,male,group B,some high school,standard,completed
2161817,female,group A,bachelor's degree,standard,none
2161818,male,group D,bachelor's degree,free/reduced,completed
2161819,female,group B,high school,free/reduced,none
2161820,female,group C,some high school,standard,none
