Id,aluminium,ammonia,arsenic,barium
1172,3.07,25.52,0.01,0.46
1173,1.25,5.54,0.04,1.33
1174,2.89,22.57,0.02,2.95
1175,2.25,7.8,0.03,0.77
1176,4.2,6.7,0.03,2.83
1177,2.29,13.29,0.02,3.74
1178,0.77,24.26,0.01,2.1
1179,0.43,16.29,0.01,3.45
1180,3.08,27.3,0.04,0.71
1181,2.99,3.76,0.04,2.24
1182,1.75,0.69,0.04,3.41
1183,2.03,25.53,0.03,2.76
1184,1.25,19.22,0.03,1.09
1185,1.01,17.54,0.01,
1186,2.97,9.92,,0.11
1187,0.72,11.42,,2.35
1188,1.95,19.19,0.02,1.35
1189,2.61,,0.05,3.69
1190,4.35,0.13,0.02,1.92
1191,3.2,8.68,0.01,2.64
1192,0.85,29.02,0.03,
1193,1.46,12.01,0.03,0.63
1194,3.51,26.82,,1.74
1195,0.05,10.29,0.02,0.92
1196,4.67,29.82,0.02,1.96
1197,2.93,15.34,0.01,2.39
1198,1.98,28.55,0.01,2.47
1199,3.99,9.06,0.001,3.64
1200,1.4,14.93,0.05,3.63
1201,0.31,1.91,0.04,0.48
1202,4.83,26.3,0.01,0.39
1203,0.12,23.3,0.04,0.03
1204,4.36,29.5,0.03,3.78
1205,2.46,13.29,0.01,1.38
1206,3.6,8.62,0.01,1.04
1207,3.88,11.07,0.05,1.02
1208,1.41,3.42,0.02,3.34
1209,0.81,24.6,0.03,2.44
1210,1.01,12.52,0.02,1.83
1211,2.91,12.55,0.04,1.91
1212,0.42,18.15,0.02,0.92
1213,1.68,28.4,0.02,2.0
1214,2.46,24.32,0.01,1.91
1215,0.29,2.03,0.01,0.83
1216,1.7,9.17,0.05,1.46
1217,4.36,25.18,0.04,0.04
1218,3.18,29.44,0.01,3.33
1219,0.19,22.84,0.001,0.09
1220,2.73,29.18,0.01,3.65
1221,2.98,13.07,0.03,0.91
1222,3.53,24.88,0.01,1.48
1223,3.31,7.98,0.05,1.06
1224,3.65,28.57,0.03,3.1
1225,2.91,0.37,0.03,2.75
1226,,29.37,0.04,1.32
1227,2.24,9.56,0.03,0.18
1228,1.86,2.06,0.03,1.64
1229,3.07,24.1,0.04,3.47
1230,0.53,5.44,0.001,2.71
1231,1.18,20.35,0.02,1.84
1232,4.98,7.48,0.04,3.91
1233,1.16,29.37,0.05,1.29
1234,1.06,0.43,,2.43
1235,1.27,10.06,0.05,0.75
1236,4.13,14.07,0.05,1.48
1237,3.82,7.05,0.04,2.37
1238,,23.9,0.02,2.77
1239,4.19,20.35,0.01,1.47
1240,1.9,18.49,,2.51
1241,3.47,6.99,0.03,1.43
1242,1.24,29.84,0.04,0.37
1243,0.5,8.16,0.02,2.43
1244,0.03,9.43,0.04,3.3
1245,0.31,29.31,0.04,1.42
1246,0.49,25.46,0.01,2.03
1247,4.76,23.47,0.03,3.01
1248,3.42,19.72,0.001,1.76
1249,1.91,20.69,0.03,3.84
1250,3.79,5.45,0.02,2.79
1251,0.06,2.05,0.05,2.76
1252,1.72,16.43,0.01,0.97
1253,0.6,24.21,0.01,2.56
1254,4.55,29.14,0.02,3.83
1255,3.44,12.48,0.03,2.45
1256,2.25,6.71,0.01,1.66
1257,0.67,6.22,0.03,1.63
1258,4.5,17.88,0.02,1.99
1259,0.73,16.98,0.03,1.88
1260,4.27,17.65,0.01,2.96
1261,2.16,14.73,0.01,2.63
1262,3.47,6.12,0.02,0.91
1263,1.57,23.24,0.001,3.26
1264,2.66,1.01,0.001,2.35
1265,4.87,26.26,0.01,
1266,3.88,10.66,0.01,3.45
1267,0.34,16.82,0.05,2.3
1268,0.02,19.33,0.001,1.19
1269,0.93,15.17,0.02,0.82
1270,1.62,23.28,0.02,3.11
1271,4.79,22.04,0.02,1.16
1272,4.07,22.48,0.01,2.27
1273,3.67,27.89,0.02,3.81
1274,2.74,16.69,0.02,1.4
1275,2.36,18.71,0.01,0.1
1276,3.57,25.28,0.03,1.03
1277,2.72,2.22,0.001,3.32
1278,3.54,28.57,0.03,1.0
1279,2.02,24.89,0.001,2.4
1280,0.52,0.4,0.001,2.15
1281,2.46,9.9,0.001,1.09
1282,0.18,21.12,0.04,0.61
1283,2.5,9.49,0.03,3.44
1284,2.36,13.67,0.04,3.1
1285,0.35,24.83,0.001,3.43
1286,2.48,3.9,0.02,2.85
1287,0.68,28.29,0.03,3.45
1288,3.49,17.09,0.01,2.01
1289,3.72,2.48,0.04,1.24
1290,4.11,19.85,0.02,2.26
1291,4.76,20.6,0.02,1.71
1292,2.54,0.09,0.03,3.22
1293,4.57,17.34,0.02,2.45
1294,0.91,8.09,0.01,1.03
1295,3.64,2.33,0.001,1.19
1296,0.42,17.59,0.01,2.82
1297,1.07,22.83,0.03,2.0
1298,4.32,4.93,0.01,0.55
1299,4.4,27.09,0.02,2.3
1300,0.44,1.84,0.01,0.06
1301,4.62,20.46,0.04,0.27
1302,3.5,2.36,0.02,1.85
1303,0.75,4.61,0.03,1.09
1304,1.71,8.11,0.01,1.47
1305,3.26,22.23,0.04,2.19
1306,2.76,9.25,0.02,0.2
1307,0.75,10.88,0.01,2.59
1308,4.55,10.69,0.001,3.42
1309,1.12,24.37,0.01,0.7
1310,3.42,,0.01,2.64
1311,0.99,14.51,0.05,2.01
1312,3.71,6.52,0.02,0.42
1313,3.56,21.75,0.04,1.29
1314,1.5,9.91,0.04,2.68
1315,0.56,27.93,0.03,3.58
1316,1.05,18.67,0.02,2.36
1317,4.96,5.38,0.02,3.7
1318,,18.53,0.03,2.14
1319,2.53,20.11,0.02,2.39
1320,,26.94,0.001,1.95
1321,3.28,24.12,0.05,3.59
1322,3.92,0.53,0.05,3.96
1323,4.19,0.68,0.01,1.37
1324,2.75,3.82,0.03,1.69
1325,2.82,10.11,0.03,0.3
1326,3.72,20.11,0.03,1.28
1327,1.34,,0.02,1.37
1328,3.77,17.25,0.04,3.51
1329,0.6,27.18,0.04,2.87
1330,3.45,24.62,0.01,1.51
1331,2.58,12.63,0.02,2.93
1332,4.2,0.29,0.03,3.65
1333,2.64,6.52,0.04,
1334,2.72,26.67,0.05,0.53
1335,4.69,8.04,0.02,2.36
1336,3.51,0.9,0.05,0.32
1337,3.73,6.59,0.02,2.24
1338,2.17,22.04,0.05,3.98
1339,0.4,10.11,0.03,0.15
1340,0.36,11.11,0.03,1.96
1341,3.68,14.46,0.01,2.91
1342,4.9,11.06,0.04,3.58
1343,3.62,2.31,0.03,3.99
1344,0.15,2.61,0.01,2.56
1345,2.1,3.73,0.05,3.38
1346,0.76,25.22,0.02,2.99
1347,1.34,14.78,0.03,0.96
1348,1.74,3.34,0.01,0.72
1349,0.83,14.59,0.03,2.84
1350,3.68,10.66,0.03,3.87
1351,3.87,15.72,0.02,3.28
1352,0.93,20.77,0.02,3.23
1353,1.32,3.91,0.01,3.06
1354,2.54,9.92,0.05,1.65
1355,0.0,22.91,0.02,0.57
1356,0.16,11.12,0.02,1.19
1357,1.05,24.93,0.01,3.18
1358,0.74,14.13,0.001,0.74
1359,,24.72,0.05,3.68
1360,3.57,28.81,0.04,1.16
1361,4.39,1.13,0.01,1.79
1362,2.59,11.39,0.05,2.97
1363,0.47,28.38,0.04,1.25
1364,4.7,18.64,0.001,
1365,0.39,23.54,0.001,2.29
1366,1.13,12.27,0.02,1.05
1367,3.78,22.04,0.05,1.79
1368,0.28,9.87,0.01,3.62
1369,4.4,12.18,0.04,0.98
1370,4.45,7.48,0.03,0.83
1371,0.27,9.74,0.01,3.58
1372,1.48,0.35,0.04,2.16
1373,0.8,3.56,0.03,2.75
1374,3.59,23,0.01,1.18
1375,0.99,28.95,0.05,2.13
1376,1.69,7.18,0.04,1.24
1377,0.79,22.39,0.01,1.13
1378,4.51,11.64,0.03,3.67
1379,2.1,8.22,0.04,2.17
1380,3.41,14.05,0.01,2.76
1381,4.91,17.32,0.02,0.92
1382,1.08,23.87,0.04,2.54
1383,2.84,14.84,0.02,1.52
1384,2.69,29.07,0.03,1.85
1385,3.94,4.48,0.05,2.22
1386,2.7,29.42,0.03,2.33
1387,4.11,0.93,0.05,3.21
1388,0.05,23.99,0.01,0.57
1389,2.72,26.81,0.01,0.28
1390,4.57,18.17,0.001,1.77
1391,1.99,28.74,0.02,3.15
1392,0.28,15.65,0.04,3.92
1393,1.14,9.66,0.03,2.27
1394,4.44,26,,0.38
1395,3.83,15.44,0.04,1.65
1396,2.47,28.5,0.001,3.67
1397,2.26,27.01,0.01,3.84
1398,4.33,25.49,0.001,1.74
1399,4.93,8.36,0.01,
1400,3.56,21.63,0.03,2.52
1401,1.7,8.98,0.31,3.52
1402,2.37,21.06,0.35,3.66
1403,1.06,13.92,0.48,1.28
1404,1.41,11.23,0.87,2.99
1405,0.97,24.23,0.17,
1406,0.99,14.37,0.21,3.14
1407,2.41,5.5,0.81,2.34
1408,3.98,,0.88,1.47
1409,0.65,24.48,0.66,1.31
1410,0.27,16.66,0.7,2.03
1411,3.32,3.5,0.54,3.17
1412,1.4,21.86,0.4,1.0
1413,1.93,19.16,0.57,3.74
1414,4.98,23.88,,3.95
1415,,18.72,,3.79
1416,0.66,2.31,0.57,0.76
1417,3.52,15.74,0.99,0.83
1418,2.16,16.93,0.25,
1419,4.93,26.84,0.77,0.8
1420,4.17,17.89,0.29,4.32
1421,0.73,18.89,0.49,0.84
1422,1.2,8.02,0.59,1.27
1423,0.32,10.57,0.65,1.36
1424,4.37,20.54,0.68,3.28
1425,2.41,26.95,0.3,1.25
1426,3.36,21.97,0.65,0.59
1427,1.87,6.71,0.04,0.95
1428,3.47,2.3,0.04,3.03
1429,4.46,15.04,0.93,2.47
1430,4.62,25.74,0.84,3.99
1431,1.74,22.7,0.16,2.13
1432,1.92,6,0.46,4.66
1433,2.76,26.09,0.15,3.28
1434,1.68,15.65,0.7,3.25
1435,0.06,29.19,0.37,3.15
1436,4.54,3.97,0.22,2.09
1437,3.57,23.09,0.65,3.37
1438,4.4,26.75,,1.59
1439,2.56,12.98,0.71,1.94
1440,2.39,19.8,0.93,3.3
1441,1.76,9.39,0.22,4.45
1442,3.5,22.22,0.79,1.21
1443,3.42,0.97,0.08,2.4
1444,3.18,28.09,0.53,1.23
1445,0.34,13.64,0.16,0.61
1446,1.56,0.04,0.53,0.84
1447,1.14,28.74,0.68,2.39
1448,0.99,10.73,0.36,4.9
1449,2.73,8.92,0.59,4.09
1450,0.35,0.34,0.52,3.04
1451,0.28,23.06,0.7,4.35
1452,2.6,20.71,0.06,2.98
1453,0.91,,0.92,2.28
1454,4.37,10.05,0.56,2.91
1455,0.29,8.53,0.44,1.73
1456,3.68,3.43,0.71,2.98
1457,3.31,21.14,0.93,4.03
1458,0.47,3.12,0.06,1.47
1459,0.82,12.3,0.39,4.18
1460,0.65,2.11,0.67,4.14
1461,0.63,29.09,0.86,1.93
1462,3.87,13.49,0.08,1.78
1463,2.83,3.04,0.75,0.23
1464,3.67,3.72,0.03,0.7
1465,3.93,20.98,0.96,4.25
1466,4.69,19.86,0.53,3.75
1467,2.3,12.18,0.86,3.16
1468,0.59,22.23,0.8,2.66
1469,4.67,8.6,,4.11
1470,2.55,10.49,0.74,1.25
1471,3.13,,0.47,2.39
1472,3.08,13.74,0.84,3.99
1473,2.9,28.45,0.67,1.7
1474,1.43,18.87,0.92,1.82
1475,2.78,19.32,0.67,1.94
1476,3.07,8.07,0.05,4.14
1477,2.01,16.56,0.53,3.42
1478,2.4,14.04,0.59,3.55
1479,2.5,27.79,0.35,3.85
1480,2.72,18.69,0.05,1.01
1481,1.17,14.69,0.25,3.54
1482,3.35,9.23,0.43,2.19
1483,0.48,28.19,0.51,1.87
1484,1.24,25.85,0.84,1.19
1485,0.9,10.28,0.12,0.65
1486,4.69,22.41,0.78,3.29
1487,0.55,9.22,0.12,3.77
1488,4.8,15.52,0.63,3.84
1489,1.94,15.32,0.76,2.33
1490,3.8,17.59,0.33,2.59
1491,3.37,21.74,0.37,4.0
1492,1.8,13.64,0.18,2.11
1493,0.99,2.74,0.91,3.72
1494,2.71,22.74,0.29,3.04
1495,2.81,4.05,0.95,2.89
1496,0.48,13.45,0.96,3.91
1497,2.68,19.01,0.61,2.48
1498,2.9,22.92,0.3,3.02
1499,0.09,13.08,0.05,3.26
1500,0.93,11.02,0.73,1.04
1501,3.08,9.09,0.77,1.53
1502,2.27,29.58,0.27,3.13
1503,4.96,17.92,0.51,0.53
1504,1.2,19.96,0.06,2.97
1505,4.85,11.82,0.99,3.93
1506,0.52,26.67,0.79,0.37
1507,1.67,6.44,0.27,1.72
1508,2.73,9.51,0.48,1.88
1509,0.14,12.16,0.88,3.97
1510,4.71,0.17,1.03,0.63
1511,2.79,14.71,0.76,4.4
1512,1.84,16.5,0.39,2.79
1513,2.55,10.15,0.4,2.11
1514,3.57,1.97,1.01,2.91
1515,4.2,18.97,0.8,2.53
1516,3.83,19.07,0.92,1.61
1517,1.87,9.1,0.71,2.32
1518,2.96,5.09,0.93,2.76
1519,4.35,16.25,0.09,3.63
1520,3.29,1.91,0.16,2.3
1521,3.58,5.33,0.21,2.65
1522,3.09,22.19,0.28,2.69
1523,2.26,29.62,0.6,2.24
1524,2.52,25.1,0.05,1.27
1525,1.97,19.63,0.76,1.33
1526,1.27,23.08,1.04,4.34
1527,2.17,23.48,0.56,1.48
1528,4.24,23.27,0.98,2.34
1529,4.26,17.74,0.75,4.38
1530,4.12,10.26,0.46,4.17
1531,2.61,1.26,0.53,4.05
1532,3.6,25.94,0.53,2.07
1533,3.99,21.48,0.48,3.73
1534,1.27,1.26,0.67,4.0
1535,0.85,13.49,,3.24
1536,3.36,19.39,0.7,1.81
1537,2.64,27.37,0.51,2.6
1538,3.95,9.69,0.25,1.73
1539,3.2,17.03,0.07,2.88
1540,0.23,11.56,0.39,1.79
1541,3.91,10.92,0.93,4.29
1542,1.3,5.56,0.63,1.61
1543,0.23,3.98,0.95,1.47
1544,2.34,15.95,0.4,1.25
1545,0.12,14.86,0.37,1.11
1546,2.76,27.42,0.76,3.25
1547,4.23,29.17,0.12,1.3
1548,4.39,1.24,0.86,1.94
1549,0.97,9.24,0.17,2.19
1550,2.44,14.38,0.21,2.04
1551,0.95,5.38,0.54,4.16
1552,0.94,23.14,0.62,4.14
1553,2.45,26.02,0.58,3.98
1554,4.96,20.55,0.95,2.88
1555,3.42,18.31,0.85,2.58
1556,3.13,16.67,0.93,1.99
1557,3.74,12.36,0.38,2.76
1558,4.76,23.31,0.41,1.88
1559,3.41,19.19,0.97,1.31
1560,,27.98,0.26,4.14
1561,4.55,14.34,0.34,1.73
1562,0.62,4.53,0.86,1.68
1563,2.74,3.9,1.0,1.19
1564,4.35,1.93,0.2,3.35
1565,2.22,8.66,0.73,2.11
1566,1.37,17.56,0.93,0.6
1567,2.64,5.7,0.7,2.32
1568,5.05,19.35,0.28,2.9
1569,2.65,18.07,0.35,3.5
1570,0.4,21.66,0.2,3.33
1571,3.88,15.91,0.18,2.79
1572,2.95,1.56,0.11,3.77
1573,1.61,6.37,0.35,1.33
1574,4.39,1.76,0.36,2.61
1575,2.28,25.49,0.25,4.02
1576,3.86,8.03,0.27,4.18
1577,2.8,,0.51,0.29
1578,0.86,20.28,0.89,4.47
1579,1.17,9.82,0.59,2.62
1580,4.05,28.14,0.28,1.2
1581,4.13,20.09,0.63,4.21
1582,1.6,10.06,0.3,3.77
1583,2.47,2.05,0.26,2.83
1584,2.61,28.49,1.0,2.77
1585,3.04,21.58,0.92,3.55
1586,1.41,8.61,0.56,4.39
1587,1.48,19.5,0.79,2.86
1588,3.88,8.52,0.36,1.03
1589,1.71,2.24,0.25,2.87
1590,0.52,22.11,0.6,2.96
1591,3.43,18.83,0.66,2.53
1592,0.06,18.97,0.21,2.17
1593,3.67,17.94,0.57,1.09
1594,4.47,23.41,0.74,0.92
1595,3.48,23.97,0.71,3.64
1596,3.7,15.51,0.83,2.98
1597,4.91,12.38,0.05,3.71
1598,2.87,23.66,0.57,1.42
1599,1.1,13.24,0.43,2.33
1600,0.78,22.26,0.42,3.87
1601,1.26,11.54,0.59,3.0
1602,2.2,25.8,0.88,3.5
1603,3.65,21.2,0.52,1.03
1604,2.72,25.03,0.51,1.34
1605,1.78,12.22,0.87,3.93
1606,3.4,14.2,0.42,1.98
1607,0.42,24.97,0.07,3.73
1608,2.16,28.72,0.14,1.09
1609,0.84,25.14,0.47,1.22
1610,1.8,4.2,1.05,3.17
1611,1.04,28.14,0.45,3.74
1612,1.91,24.76,0.51,1.32
1613,4.89,0.28,0.76,3.52
1614,3.14,8.11,0.29,3.8
1615,0.59,0.18,0.3,2.53
1616,0.34,23.64,0.53,3.45
1617,1.77,29.7,0.44,1.97
1618,3.34,14,0.29,2.79
1619,2.64,27.44,0.38,1.38
1620,0.27,9.62,0.64,3.64
1621,0.16,2.87,0.58,2.04
1622,2.4,6.82,0.66,1.87
1623,4.09,0.88,0.46,1.71
1624,3.65,8.14,0.81,2.54
1625,3.76,15.08,0.52,3.31
1626,0.66,8.61,,3.39
1627,0.84,16.55,0.68,2.78
1628,3.84,17.72,0.95,2.91
1629,3.1,22.33,0.27,1.54
1630,0.89,2.7,0.8,2.07
1631,2.03,1.4,0.66,4.38
1632,4.23,22.03,0.67,2.41
1633,3.32,7.24,0.14,0.98
1634,0.64,13.62,0.38,1.5
1635,0.41,2.1,0.81,2.4
1636,1.45,5.33,0.92,3.19
1637,1.51,10.01,0.48,2.07
1638,2.07,27.55,0.68,3.11
1639,0.05,25.48,0.43,3.88
1640,0.98,20.18,0.24,3.63
1641,4.05,21.03,0.05,3.38
1642,0.83,10.37,0.17,4.45
1643,4.53,11.74,0.34,3.55
1644,0.76,9.8,1.03,1.84
1645,0.11,18.38,0.04,2.77
1646,0.92,6.44,0.48,2.63
1647,1.49,24.5,0.22,3.95
1648,2.74,5.69,0.92,1.28
1649,1.26,0.55,0.13,0.94
1650,4.41,9.74,0.87,2.09
1651,2.88,22.25,0.21,2.29
1652,2.63,25.36,0.53,2.26
1653,0.62,12.02,0.69,2.32
1654,2.19,12.56,0.43,0.55
1655,0.2,27.35,0.65,0.94
1656,2.06,7.79,0.31,2.65
1657,1.77,7.77,0.34,1.02
1658,2.23,22.59,0.51,4.4
1659,4.43,7.86,0.58,1.69
1660,1.8,9.53,0.28,2.64
1661,1.94,25.41,0.22,0.65
1662,2.95,3.88,0.6,2.91
1663,3.78,25.43,0.18,0.99
1664,3.02,28.75,0.76,1.91
1665,3.9,22.64,0.41,0.34
1666,2.37,2,0.83,3.33
1667,4.0,3.1,0.89,1.2
1668,2.11,12.12,0.68,2.42
1669,2.27,10.27,0.35,2.86
1670,3.89,1.99,0.45,4.22
1671,4.02,26.05,0.5,2.37
1672,4.49,28.32,0.23,3.64
1673,3.78,4.59,0.37,0.47
1674,2.76,4.72,0.53,0.65
1675,3.29,2.48,0.43,0.71
1676,3.01,23.09,0.17,1.04
1677,3.9,1.43,0.48,1.9
1678,2.96,13.71,0.27,1.58
1679,3.49,15.57,0.78,2.91
1680,4.46,26.31,0.09,0.97
1681,2.25,7.97,0.24,2.32
1682,1.19,18.54,0.62,1.91
1683,0.05,7.13,0.49,2.0
1684,1.19,2.49,0.86,4.44
1685,0.14,25.83,0.6,3.96
1686,2.95,18.72,0.62,1.3
1687,1.4,12.15,0.64,2.04
1688,2.42,24.13,0.95,3.89
1689,0.18,1.62,0.78,3.09
1690,3.98,11.08,0.96,1.03
1691,4.12,6.34,0.83,3.76
1692,4.02,,0.9,4.26
1693,1.49,,0.19,2.28
1694,3.94,0.95,0.25,2.76
1695,2.14,10.81,0.59,1.97
1696,4.84,5.26,0.74,4.16
1697,2.59,9.56,0.07,2.38
1698,0.24,5,0.31,2.56
1699,4.82,3.72,0.74,0.6
1700,3.86,11.01,0.97,2.89
1701,1.56,26.86,0.84,3.9
1702,0.81,0.37,0.54,2.26
1703,3.41,2.4,0.3,3.24
1704,4.32,8.3,0.34,2.6
1705,1.95,28.75,0.25,4.02
1706,1.49,2.97,1.02,3.05
1707,4.31,28.61,0.17,1.21
1708,3.24,19.54,0.82,4.69
1709,1.29,10.17,0.94,3.45
1710,3.41,14.34,0.32,0.2
1711,3.34,24,0.71,3.68
1712,1.72,23.59,0.61,4.25
1713,2.99,24.34,0.63,1.4
1714,0.54,28.08,0.27,1.01
1715,4.15,18.13,0.06,0.88
1716,2.87,7.1,1.03,4.09
1717,2.79,16.73,0.25,4.39
1718,4.24,8.71,0.16,3.05
1719,4.73,11.75,0.13,2.45
1720,2.31,4.64,0.97,4.42
1721,1.25,21.3,0.14,1.61
1722,3.1,5.61,0.56,1.74
1723,0.83,25.84,0.5,1.36
1724,1.61,22.15,0.08,3.86
1725,3.41,22.45,0.32,4.5
1726,3.17,19.21,0.22,0.51
1727,3.72,9.82,0.58,3.4
1728,2.99,11.76,0.64,2.71
1729,0.98,11.53,0.11,1.72
1730,,13.71,0.99,1.11
1731,3.51,4.87,0.68,1.7
1732,4.86,16.04,0.78,0.81
1733,2.84,9.44,0.43,2.42
1734,3.54,23.93,0.3,3.41
1735,1.82,20.36,0.45,4.56
1736,2.75,14.03,0.98,3.95
1737,4.4,23.78,0.24,4.36
1738,4.58,23.24,0.64,3.51
1739,0.44,1.24,0.92,2.86
1740,1.12,7.16,0.39,0.28
1741,0.67,28.79,0.12,2.81
1742,4.69,6.44,0.78,3.92
1743,1.14,17.45,0.35,1.32
1744,2.55,16.22,0.63,1.75
1745,4.01,21.89,0.8,2.34
1746,0.19,23.61,0.68,1.68
1747,3.54,17.18,0.41,4.03
1748,0.48,28.36,0.05,3.33
1749,3.51,4.68,0.63,2.7
1750,2.94,26.76,0.38,0.81
1751,0.32,11.52,0.72,2.16
1752,2.22,28.82,0.73,1.57
1753,0.95,10.26,0.97,3.18
1754,0.88,7.6,0.47,1.05
1755,0.77,9.37,0.76,4.37
1756,3.17,18.02,0.05,4.46
1757,4.03,11.04,0.07,0.98
1758,4.44,29.44,0.49,2.7
1759,1.14,1.97,0.31,3.45
1760,4.49,28.83,0.36,
1761,4.61,26.12,0.91,3.3
1762,3.11,27.84,0.14,2.95
1763,0.83,6.48,0.8,3.99
1764,2.11,13.45,0.83,3.49
1765,2.97,12.39,0.55,3.31
1766,1.0,5.66,0.47,4.72
1767,0.23,27.29,0.51,3.86
1768,2.29,1.78,0.68,2.51
1769,4.05,5.55,0.35,4.34
1770,0.44,12.59,0.42,4.11
1771,3.23,19.49,0.25,1.54
1772,2.66,23.08,0.03,2.43
1773,2.38,4.47,0.67,3.18
1774,2.59,26.93,0.99,1.95
1775,,26.55,0.67,1.3
1776,4.57,23.64,0.74,1.52
1777,3.96,2.71,0.84,2.89
1778,4.63,26.11,0.87,1.07
1779,3.14,6.21,1.03,3.28
1780,3.1,19.15,0.74,4.09
1781,4.58,0.17,0.45,1.68
1782,4.76,26.3,0.61,3.94
1783,1.86,20.35,0.91,0.71
1784,4.67,24.82,0.04,1.45
1785,4.23,13.9,0.65,0.87
1786,1.17,8.28,0.87,2.56
1787,0.24,28.45,0.24,4.09
1788,0.19,2.5,0.62,2.56
1789,3.06,1.84,0.35,1.16
1790,2.21,28.7,0.49,3.59
1791,3.44,15.84,0.94,2.89
1792,1.06,3.48,0.82,3.09
1793,3.56,16.35,0.99,3.68
1794,2.25,23.05,0.49,3.86
1795,1.45,11.89,0.72,4.18
1796,1.82,21.05,0.88,3.34
1797,1.13,27.76,0.06,4.03
1798,2.04,7.45,0.79,2.24
1799,0.89,22.2,0.8,4.64
1800,1.58,22.24,0.29,1.09
1801,2.19,18,0.49,0.74
1802,,27.2,0.23,1.2
1803,4.78,12.14,0.92,1.49
1804,3.74,3.6,0.75,
1805,3.06,12.15,0.24,1.69
1806,1.2,2.53,0.36,3.24
1807,4.71,2.47,0.72,3.79
1808,2.18,16.68,0.89,1.93
1809,4.78,13.1,0.59,3.42
1810,0.14,14.15,0.42,2.43
1811,2.38,29.13,0.33,3.17
1812,1.39,3.96,0.85,1.46
1813,3.67,16.12,0.82,1.68
1814,1.87,0.7,0.95,2.64
1815,1.84,5.04,0.46,0.18
1816,0.23,12.55,0.15,3.75
1817,3.06,3.34,0.71,2.74
1818,3.73,13.93,0.75,3.37
1819,2.09,22.16,1.02,2.09
1820,1.5,20.24,0.73,3.0
1821,2.85,23.03,0.98,0.18
1822,3.39,11.69,0.24,3.72
1823,1.97,14.84,0.53,1.87
1824,2.57,7.1,0.27,2.23
1825,0.98,7.64,0.76,4.01
1826,4.12,12.25,0.63,2.04
1827,2.51,6.6,1.0,2.89
1828,0.27,16.61,0.71,1.77
1829,1.41,17.44,0.66,3.07
1830,1.82,10.35,0.32,2.22
1831,3.97,22.46,0.55,3.21
1832,2.97,12.27,0.45,2.85
1833,1.43,20.48,0.99,1.38
1834,1.6,16.06,0.28,3.53
1835,2.83,13.74,0.84,2.01
1836,4.74,16.52,0.44,2.12
1837,0.68,24.88,0.34,3.81
1838,0.29,14.35,0.47,1.15
1839,3.84,26.03,0.32,3.58
1840,3.05,3.82,0.05,1.46
1841,4.84,12.35,0.23,3.19
1842,4.36,24.53,0.24,1.06
1843,2.69,18.34,0.6,0.98
1844,3.74,19.7,0.2,0.98
1845,1.41,28.13,0.69,0.77
1846,0.7,13.86,0.86,4.56
1847,0.29,21.53,0.7,2.56
1848,2.7,14.29,0.95,2.44
1849,4.89,17.76,0.21,1.29
1850,4.34,21.58,0.39,0.95
1851,3.49,13.73,0.79,4.9
1852,1.0,29.37,0.32,3.76
1853,2.67,29.1,0.63,3.1
1854,4.35,10.7,0.29,1.14
1855,4.18,0.49,0.84,4.05
1856,0.5,19.5,0.82,3.59
1857,2.06,15,0.67,2.69
1858,2.07,9.21,0.35,2.96
1859,3.86,21.04,1.02,4.47
1860,4.4,16.69,0.46,1.76
1861,4.09,17.45,0.66,0.92
1862,4.44,15.36,0.19,1.34
1863,1.04,21.21,0.99,2.31
1864,3.43,0.03,0.25,2.08
1865,1.71,18.85,0.09,1.37
1866,0.38,25.22,0.05,1.8
1867,1.7,4.26,0.05,0.78
1868,3.01,23.5,0.86,3.88
1869,3.3,3.41,0.69,3.36
1870,3.77,9.64,0.54,1.99
1871,1.56,23.09,0.1,4.27
1872,4.09,7.51,0.04,4.22
1873,4.49,15.34,0.49,0.64
1874,0.4,21.19,0.6,0.66
1875,4.2,0.75,0.18,2.62
1876,1.59,14.39,0.58,0.38
1877,1.76,27.51,0.39,3.78
1878,0.2,1.28,0.74,3.59
1879,4.81,26.98,0.53,2.45
1880,4.17,16.71,0.45,3.21
1881,0.75,24.76,0.02,3.92
1882,2.74,17.53,0.41,1.36
1883,1.55,12.48,0.94,1.7
1884,4.17,21.35,0.84,3.99
1885,2.74,17.25,0.3,1.11
1886,2.39,24.02,0.47,1.55
1887,1.96,21.81,0.04,2.42
1888,0.1,16.78,0.35,0.42
1889,0.92,27.25,0.89,1.41
1890,3.04,0.12,0.46,3.1
1891,5.01,19.29,0.65,3.45
1892,2.84,29.16,0.39,3.88
1893,3.18,0.15,0.76,4.48
1894,,13.93,0.47,2.94
1895,1.27,24.4,0.97,2.87
1896,0.41,7.01,0.39,2.73
1897,3.62,18.13,0.56,1.68
1898,0.06,14.93,0.77,4.06
1899,4.18,29.54,0.92,4.66
1900,2.11,15.06,0.33,3.47
1901,4.1,23.94,0.19,4.39
1902,5.03,26.11,0.06,1.09
1903,4.6,14.28,0.79,2.76
1904,2.82,-0.01,0.47,1.55
1905,1.57,29.13,0.18,2.37
1906,5.0,2.73,0.33,0.34
1907,0.24,0.65,0.54,0.75
1908,1.5,23.67,0.02,2.18
1909,3.49,4.38,0.92,1.97
1910,2.06,11.35,0.12,4.28
1911,2.74,0.87,0.28,0.97
1912,2.5,4.14,0.51,2.44
1913,0.55,19.04,0.85,1.54
1914,4.13,24.06,0.75,3.65
