Id,copper,flouride,bacteria,viruses,lead
1038,0.65,0.96,0.84,0.84,0.188
1039,0.03,0.93,0.62,0.62,0.05
1040,1.26,0.34,0.94,0.94,0.093
1041,0.05,1.37,0.94,0.94,0.151
1042,1.58,1.21,0.73,,0.104
1043,0.98,0.77,0.52,0.52,0.185
1044,1.49,0.65,1.0,1.0,0.092
1045,1.05,0.8,0.1,0.003,0.197
1046,1.4,0.54,0.01,0.0,0.041
1047,1.03,0.57,0.71,0.71,0.005
1048,1.9,0.44,0.84,,0.028
1049,0.99,0.8,0.37,0.002,0.148
1050,0.28,0.82,0.54,0.54,0.197
1051,0.91,0.16,0.89,0.89,0.052
1052,1.69,1.35,0.63,0.63,0.106
1053,1.61,1.39,0.09,0.005,0.043
1054,0.46,0.74,0.48,,0.072
1055,0.51,0.92,0.14,0.006,0.072
1056,0.66,0.04,0.82,0.82,0.097
1057,0.83,1.09,0.14,0.005,0.151
1058,1.3,1.06,0.55,0.55,0.1
1059,0.29,0.66,0.54,0.54,0.048
1060,1.57,1.17,0.62,0.62,0.09
1061,1.5,1.01,0.61,0.61,0.131
1062,0.54,,0.55,0.55,0.073
1063,0.01,1.38,0.13,0.008,0.121
1064,0.8,0.25,0.64,0.64,0.096
1065,1.47,1.24,0.83,0.83,0.026
1066,1.89,1.38,0.89,0.89,0.033
1067,0.06,0.78,0.89,0.89,0.09
1068,1.14,0.92,0.02,0.006,0.019
1069,0.36,0.55,0.14,0.006,0.169
1070,1.77,1.43,0.97,0.97,0.118
1071,0.61,1.26,0.42,0.005,0.162
1072,0.46,1.4,0.41,0.008,0.108
1073,1.74,1.4,0.94,0.94,0.166
1074,1.06,1.18,0.56,0.56,0.115
1075,1.47,0.37,0.74,0.74,0.13
1076,1.58,0.13,0.97,0.97,0.17
1077,1.4,0.07,0.74,0.74,0.145
1078,0.95,0.75,0.82,0.82,0.197
1079,0.58,1.32,0.0,0.0,0.118
1080,1.58,0.96,0.0,0.0,0.057
1081,1.07,1.03,0.0,0.0,0.141
1082,0.86,1.31,0.0,0.0,0.046
1083,1.66,1.1,0.0,0.0,0.113
1084,1.04,1.06,0.0,0.0,0.038
1085,0.93,0.89,0.0,0.0,0.179
1086,1.38,1.48,0.0,0.0,0.08
1087,1.54,0.82,0.0,0.0,0.145
1088,0.58,0.62,0.0,0.0,0.006
1089,0.7,0.85,0.0,0.0,0.124
1090,0.08,0.38,0.0,0.0,0.16
1091,1.66,0.53,0.0,0.0,0.03
1092,0.73,0.64,0.0,0.0,0.089
1093,0.12,0.13,0.0,0.0,0.049
1094,1.2,1.45,0.0,0.0,0.091
1095,0.95,0.43,0.0,0.0,0.07
1096,0.08,1.5,0.0,0.0,
1097,1.75,0.3,0.0,0.0,0.166
1098,1.17,0.27,0.0,0.0,0.013
1099,1.79,1.31,0.0,0.0,0.065
1100,1.78,1.17,0.0,0.0,0.035
1101,1.41,0.51,0.0,0.0,0.187
1102,0.53,0.12,0.0,0.0,0.016
1103,0.63,1.12,0.0,0.0,0.185
1104,1.52,1.04,0.0,0.0,0.149
1105,0.78,0.05,0.0,0.0,0.19
1106,1.93,0.43,0.0,0.0,0.18
1107,0.48,0.05,0.0,0.0,0.169
1108,0.54,1.41,0.0,0.0,0.113
1109,0.64,0.43,,0.0,0.059
1110,1.89,1.36,0.0,0.0,0.17
1111,0.54,1.2,0.0,0.0,0.047
1112,1.03,0.99,0.0,0.0,0.132
1113,1.84,0.22,0.0,0.0,0.035
1114,0.4,0.34,0.0,0.0,0.013
1115,0.01,0.78,0.0,0.0,0.035
1116,1.9,1.1,0.0,0.0,0.165
1117,1.46,1.46,0.0,0.0,0.083
1118,1.04,0.51,0.0,0.0,0.141
1119,0.99,0.62,0.0,0.0,0.076
1120,1.13,,0.0,0.0,0.007
1121,0.59,0.4,0.0,0.0,0.097
1122,1.91,0.83,0.0,0.0,0.018
1123,0.61,1.46,0.0,0.0,0.136
1124,0.15,0.52,0.0,0.0,0.025
1125,0.67,0.75,0.0,0.0,0.034
1126,1.59,0.21,0.0,0.0,0.016
1127,1.59,0.27,0.0,0.0,0.183
1128,0.27,1.42,0.0,0.0,0.107
1129,1.53,1.3,0.0,0.0,0.075
1130,0.23,0.91,0.0,0.0,0.191
1131,0.47,0.89,0.0,0.0,0.038
1132,0.89,0.04,0.0,0.0,0.089
1133,0.07,0.73,0.0,0.0,0.157
1134,0.4,0.27,0.0,0.0,0.062
1135,1.05,0.69,0.0,0.0,0.052
1136,1.27,1.15,0.0,0.0,0.015
1137,0.72,0.53,0.0,0.0,0.03
1138,1.65,0.69,0.0,0.0,0.046
1139,1.26,1.04,0.0,0.0,0.2
1140,0.16,0.49,0.0,0.0,0.163
1141,0.1,1.38,0.0,0.0,0.033
1142,0.03,0.15,0.0,0.0,0.165
1143,1.95,0.48,0.0,0.0,0.095
1144,1.92,0.72,0.0,0.0,0.009
1145,1.48,0.54,0.0,0.0,0.126
1146,1.62,1.48,0.0,0.0,0.162
1147,1.49,1.05,0.0,0.0,0.196
1148,1.76,0.56,,0.0,0.096
1149,1.98,0.51,0.0,0.0,0.152
1150,0.66,0.55,0.0,0.0,0.16
1151,0.51,0.91,0.0,0.0,0.041
1152,1.97,0.26,0.0,0.0,0.122
1153,1.57,0.11,0.0,0.0,0.018
1154,0.42,0.07,0.0,0.0,0.196
1155,1.34,0.03,0.0,0.0,0.061
1156,0.21,1.43,0.0,0.0,0.097
1157,1.93,0.18,0.0,0.0,0.04
1158,1.5,0.63,0.0,0.0,0.152
1159,1.82,0.26,0.0,0.0,0.105
1160,1.69,0.94,0.0,0.0,0.198
1161,0.97,1.31,0.0,0.0,0.088
1162,1.33,0.63,0.0,0.0,0.132
1163,0.7,1.42,0.0,0.0,0.196
1164,0.67,1.08,0.0,0.0,0.008
1165,1.57,1.17,0.0,0.0,0.135
1166,0.1,0.01,0.0,0.0,0.101
1167,1.98,1.32,0.0,0.0,0.034
1168,0.28,1.25,0.0,0.0,0.048
1169,1.62,1.27,0.0,0.0,0.117
1170,1.5,0.92,0.0,0.0,0.184
1171,1.31,1.16,0.0,0.0,0.156
1172,0.23,0.31,0.0,0.0,0.102
1173,1.05,0.15,0.0,0.0,0.154
1174,0.77,0.49,0.0,0.0,0.075
1175,0.99,0.08,0.0,0.0,0.022
1176,1.52,0.53,0.0,0.0,0.188
1177,1.42,0.7,0.0,0.0,0.053
1178,0.2,0.28,0.0,0.0,0.113
1179,1.18,0.47,0.0,0.0,0.087
1180,0.76,1.33,0.0,0.0,0.077
1181,0.69,0.14,0.0,0.0,0.155
1182,0.26,0.59,0.0,0.0,0.008
1183,0.93,0.62,0.0,0.0,0.198
1184,1.72,0.91,0.0,0.0,0.019
1185,0.77,1.4,0.0,0.0,0.115
1186,1.36,0.31,0.0,0.0,0.1
1187,1.0,0.0,0.0,0.0,0.169
1188,1.48,0.45,0.0,0.0,0.053
1189,1.4,0.05,0.0,0.0,0.142
1190,0.33,0.74,0.0,0.0,0.008
1191,0.17,0.95,0.0,0.0,0.021
1192,1.18,1.1,0.0,0.0,0.044
1193,1.51,1.33,0.0,0.0,0.004
1194,0.84,0.33,0.0,0.0,0.048
1195,0.19,1.18,0.0,0.0,0.162
1196,1.98,0.63,0.0,0.0,0.005
1197,1.12,1.15,0.0,0.0,0.121
1198,1.84,0.4,0.0,0.0,0.178
1199,1.35,0.32,0.0,0.0,0.198
1200,1.71,0.65,0.0,0.0,0.12
1201,1.31,0.33,0.0,0.0,0.113
1202,0.53,0.88,0.0,0.0,0.076
1203,1.23,0.66,0.0,0.0,0.155
1204,1.19,0.38,0.0,0.0,0.064
1205,0.38,0.61,0.0,0.0,0.03
1206,1.76,0.21,0.0,0.0,0.01
1207,1.13,1.34,0.0,0.0,0.162
1208,1.85,0.33,0.0,0.0,0.16
1209,1.45,0.11,0.0,0.0,0.133
1210,0.23,0.21,0.0,0.0,0.097
1211,0.11,0.11,0.0,0.0,0.003
1212,1.6,0.52,0.0,0.0,0.125
1213,0.83,0.59,0.0,0.0,0.025
1214,0.68,0.01,0.0,0.0,0.006
1215,0.4,1.41,0.0,0.0,0.023
1216,1.43,1.35,0.0,0.0,0.026
1217,1.23,0.52,0.0,0.0,0.022
1218,0.15,0.98,0.0,0.0,0.187
1219,1.21,1.33,0.0,0.0,0.116
1220,1.5,0.48,0.0,0.0,0.125
1221,1.56,,0.0,0.0,0.023
1222,1.67,0.5,0.0,0.0,0.062
1223,1.65,1.23,0.0,0.0,0.048
1224,0.57,0.92,0.0,0.0,0.037
1225,0.24,,0.0,0.0,0.13
1226,1.25,1.34,0.0,0.0,0.037
1227,0.02,1.05,0.0,0.0,0.174
1228,0.1,1.47,0.0,0.0,0.097
1229,1.81,0.0,0.0,0.0,0.12
1230,1.11,0.07,0.0,0.0,0.155
1231,1.76,0.61,0.0,0.0,0.105
1232,1.52,0.94,0.0,0.0,0.042
1233,0.9,0.28,0.0,0.0,0.059
1234,1.21,0.32,0.0,0.0,0.021
1235,0.39,1.35,,0.0,0.158
1236,0.44,0.08,0.0,0.0,0.044
1237,0.84,0.64,0.0,0.0,0.074
1238,1.35,1.03,0.0,0.0,0.067
1239,1.68,1.4,0.0,0.0,0.164
1240,1.18,1.34,0.0,0.0,0.17
1241,1.95,1.48,0.0,0.0,0.183
1242,1.34,0.69,0.0,0.0,0.11
1243,0.69,1.32,0.0,0.0,0.103
1244,1.85,0.88,0.0,0.0,0.072
1245,0.34,0.61,0.0,0.0,0.076
1246,1.42,1.03,0.0,0.0,0.014
1247,1.97,0.12,0.0,0.0,0.121
1248,1.85,1.43,0.0,0.0,0.089
1249,1.23,0.51,0.0,0.0,0.176
1250,0.67,0.25,0.0,0.0,0.169
1251,0.28,0.93,0.0,0.0,0.175
1252,1.46,0.93,0.0,0.0,0.166
1253,1.88,0.45,0.0,,0.128
1254,1.95,1.18,0.0,0.0,0.075
1255,0.24,1.23,0.0,0.0,0.196
1256,1.63,0.26,0.0,0.0,0.142
1257,0.47,0.9,0.0,0.0,0.037
1258,1.54,0.05,0.0,0.0,0.111
1259,0.88,0.12,0.0,0.0,0.143
1260,0.0,1.25,0.0,0.0,0.014
1261,0.76,0.47,0.0,0.0,0.175
1262,1.64,0.78,0.0,0.0,0.092
1263,1.58,0.57,0.0,0.0,0.146
1264,1.95,,0.0,0.0,0.174
1265,1.81,0.92,0.0,0.0,0.018
1266,1.22,1.23,0.0,0.0,0.142
1267,1.05,0.86,0.0,0.0,0.113
1268,0.38,0.47,0.0,0.0,0.176
1269,1.46,0.45,0.0,0.0,0.197
1270,1.52,0.67,0.0,0.0,0.105
1271,0.95,1.0,0.0,0.0,0.119
1272,1.64,1.06,0.0,0.0,0.147
1273,1.24,0.66,0.0,0.0,0.182
1274,1.43,1.39,0.0,0.0,0.118
1275,1.32,0.95,0.0,0.0,0.16
1276,0.15,1.19,0.0,0.0,0.032
1277,1.69,1.37,0.0,0.0,0.161
1278,0.8,0.91,0.0,0.0,0.05
1279,1.07,1.04,0.0,0.0,0.043
1280,0.53,1.05,0.0,0.0,0.076
1281,0.37,0.95,0.0,0.0,0.072
1282,0.83,1.09,0.0,0.0,0.084
1283,0.16,0.39,0.0,0.0,0.037
1284,0.88,0.28,0.0,0.0,0.097
1285,0.04,0.2,0.0,0.0,0.035
1286,0.29,0.57,0.0,0.0,0.154
1287,1.04,1.36,0.0,0.0,0.161
1288,0.58,0.54,0.0,0.0,0.147
1289,0.81,0.54,0.0,0.0,0.019
1290,0.78,0.06,0.0,0.0,0.081
1291,0.11,1.22,0.0,0.0,0.176
1292,1.8,0.72,0.0,0.0,0.088
1293,0.87,0.3,0.0,0.0,0.022
1294,0.42,0.07,0.0,0.0,0.015
1295,1.83,0.04,0.0,0.0,0.11
1296,0.07,0.76,0.0,0.0,0.109
1297,1.65,0.61,0.0,0.0,0.146
1298,0.2,0.86,0.0,0.0,0.191
1299,0.94,1.13,0.0,0.0,0.017
1300,1.77,0.78,0.0,0.0,0.053
1301,1.93,0.02,0.0,0.0,0.194
1302,0.03,0.73,0.0,0.0,0.024
1303,0.5,1.31,0.0,0.0,0.068
1304,1.56,1.47,0.0,0.0,0.166
1305,1.26,0.04,0.0,0.0,0.046
1306,1.33,0.71,0.0,0.0,0.014
1307,0.73,1.06,0.0,0.0,0.011
1308,0.88,1.13,0.0,0.0,0.03
1309,1.43,0.63,0.0,0.0,0.146
1310,0.99,0.36,0.0,0.0,0.114
1311,0.26,1.41,0.0,0.0,0.05
1312,1.58,0.43,0.0,0.0,0.187
1313,1.65,0.03,0.0,0.0,0.067
1314,1.52,1.02,0.0,0.0,0.071
1315,0.69,1.39,0.0,0.0,0.005
1316,0.55,1.01,0.0,0.0,0.198
1317,0.29,1.14,0.0,0.0,0.174
1318,0.56,1.49,0.0,0.0,0.05
1319,1.62,0.98,0.0,0.0,0.107
1320,0.36,0.03,0.0,0.0,0.055
1321,1.53,0.33,0.0,0.0,0.164
1322,0.69,1.35,0.0,0.0,0.139
1323,1.05,0.28,0.0,0.0,0.096
1324,0.81,1.43,0.0,0.0,0.037
1325,0.9,1.24,0.0,0.0,
1326,1.26,1.27,0.0,0.0,0.176
1327,1.73,0.8,0.0,0.0,0.174
1328,1.72,0.73,0.0,0.0,0.155
1329,1.92,1.44,0.0,0.0,0.154
1330,1.92,1.42,0.0,0.0,
1331,0.38,0.27,0.0,0.0,0.131
1332,1.31,0.63,0.0,0.0,0.139
1333,0.04,1.37,0.0,0.0,0.032
1334,1.76,1.44,0.0,0.0,0.162
1335,1.97,0.08,0.0,0.0,
1336,0.85,1.35,0.0,0.0,0.059
1337,0.3,1.02,0.0,0.0,0.032
1338,0.16,0.12,0.0,0.0,0.026
1339,1.17,0.9,0.0,0.0,0.014
1340,0.54,0.72,0.0,0.0,0.028
1341,1.45,0.04,0.0,0.0,0.074
1342,0.41,0.24,0.0,0.0,0.127
1343,1.0,1.33,0.0,0.0,0.031
1344,0.46,1.31,0.0,0.0,0.093
1345,1.18,1.41,0.0,0.0,0.128
1346,1.27,1.25,0.0,0.0,0.076
1347,0.0,0.38,0.0,0.0,0.166
1348,0.1,0.46,0.0,0.0,0.165
1349,1.23,1.01,0.0,0.0,0.04
1350,0.82,0.57,0.0,0.0,0.023
1351,0.67,0.08,0.0,0.0,0.123
1352,1.56,0.63,0.0,0.0,0.142
1353,1.15,1.03,0.0,0.0,0.145
1354,1.76,0.65,0.0,0.0,0.105
1355,1.76,0.69,0.0,0.0,0.054
1356,1.69,0.39,0.0,0.0,0.125
1357,0.13,0.84,0.0,0.0,0.168
1358,0.63,0.7,0.0,0.0,0.144
1359,1.56,1.02,0.0,0.0,0.075
1360,1.8,0.55,0.0,0.0,0.097
1361,0.24,0.05,0.0,0.0,0.102
1362,1.21,0.75,0.0,0.0,0.008
1363,1.33,1.29,0.0,0.0,0.108
1364,0.93,0.94,0.0,0.0,0.011
1365,1.19,0.52,0.0,0.0,0.057
1366,1.63,0.27,,0.0,0.166
1367,0.1,1.07,0.0,0.0,0.089
1368,1.15,1.49,0.0,0.0,0.087
1369,1.17,0.82,0.0,0.0,0.177
1370,0.55,1.14,0.0,0.0,0.18
1371,1.53,1.17,0.0,0.0,0.091
1372,1.4,0.44,0.0,0.0,0.15
1373,0.96,0.02,0.0,0.0,0.042
1374,1.82,0.02,,0.0,0.017
1375,0.84,0.62,0.0,0.0,0.093
1376,1.78,0.33,0.0,0.0,0.061
1377,1.54,0.47,0.0,0.0,0.042
1378,1.35,1.33,0.0,0.0,0.151
1379,1.22,0.78,0.0,0.0,0.082
1380,1.67,0.62,0.0,0.0,0.09
1381,1.64,1.43,0.0,0.0,0.075
1382,1.56,0.21,0.0,0.0,0.111
1383,0.69,1.06,0.0,0.0,0.061
1384,1.12,0.53,0.0,0.0,0.159
1385,1.69,0.11,0.0,0.0,0.058
1386,1.05,0.81,0.0,0.0,0.066
1387,0.31,1.3,0.0,0.0,0.154
1388,1.14,1.16,0.0,0.0,0.114
1389,1.62,0.96,0.0,0.0,0.138
1390,1.85,0.44,0.0,0.0,0.047
1391,0.2,0.58,0.0,0.0,0.112
1392,,0.74,0.0,0.0,0.016
1393,1.37,0.71,0.0,0.0,0.112
1394,0.66,0.49,0.0,0.0,0.151
1395,1.47,0.15,0.0,0.0,0.085
1396,1.47,1.37,0.0,0.0,0.197
1397,1.97,1.48,0.0,0.0,0.031
1398,0.71,0.91,0.0,0.0,0.182
1399,1.18,0.03,0.0,0.0,0.069
1400,1.49,0.65,0.0,0.0,0.16
1401,0.17,0.05,0.0,0.0,0.054
1402,0.66,0.9,0.0,,0.1
1403,0.02,,0.0,0.0,0.078
1404,1.66,1.08,0.0,0.0,0.016
1405,0.57,0.61,0.0,0.0,0.117
1406,1.38,0.11,0.0,0.0,0.135
1407,1.88,0.33,0.0,0.0,0.021
1408,1.86,0.86,0.0,0.0,0.197
1409,1.45,0.98,0.0,0.0,0.167
1410,0.82,1.24,0.0,0.0,0.109
1411,0.6,1.29,0.0,0.0,0.145
1412,0.17,0.58,0.0,0.0,0.011
1413,,0.09,0.0,0.0,0.103
1414,1.35,1.07,0.0,0.0,0.101
1415,0.79,0.54,0.0,0.0,0.126
1416,1.54,0.62,0.0,0.0,0.017
1417,1.08,1.43,0.0,0.0,0.08
1418,1.15,0.34,0.0,0.0,0.065
1419,0.71,0.99,0.0,0.0,0.071
1420,1.82,0.22,0.0,0.0,0.108
1421,1.18,1.0,0.0,0.0,0.086
1422,1.51,1.46,0.0,0.0,0.061
1423,1.77,0.43,0.0,0.0,0.114
1424,1.23,1.44,0.0,0.0,0.012
1425,1.34,0.29,0.0,0.0,0.167
1426,1.05,1.0,0.0,0.0,0.109
1427,1.09,1.35,0.0,0.0,0.031
1428,0.27,0.53,0.0,0.0,0.11
1429,1.57,0.26,0.0,0.0,0.182
1430,0.46,1.41,0.0,0.0,0.049
1431,1.53,0.87,0.0,0.0,0.079
1432,1.03,0.51,0.0,0.0,0.012
1433,1.56,0.91,0.0,0.0,0.013
1434,1.35,1.24,0.0,0.0,0.193
1435,1.09,0.0,0.0,0.0,0.091
1436,0.9,0.55,0.0,0.0,0.135
1437,1.85,1.24,0.0,0.0,0.124
1438,0.91,0.42,0.0,0.0,0.107
1439,1.88,0.4,0.0,0.0,0.085
1440,0.08,0.34,0.0,0.0,0.146
1441,0.22,0.68,0.0,0.0,0.162
1442,0.29,0.51,0.0,0.0,0.048
1443,1.92,1.2,0.0,0.0,0.082
1444,1.29,1.04,0.0,0.0,0.079
1445,1.14,0.36,0.0,0.0,0.071
1446,1.71,1.42,0.0,0.0,0.103
1447,1.59,1.04,0.0,0.0,0.141
1448,0.3,0.52,0.0,0.0,0.131
1449,0.54,0.14,0.0,0.0,0.069
1450,1.79,0.89,0.0,0.0,0.136
1451,0.54,1.33,0.0,0.0,0.166
1452,0.44,1.2,0.0,0.0,0.112
1453,1.97,0.59,0.0,0.0,0.169
1454,1.98,0.66,0.0,0.0,0.101
1455,0.65,0.9,0.0,0.0,0.093
1456,1.23,0.75,0.0,0.0,0.025
1457,1.06,0.1,0.0,0.0,
1458,1.08,0.15,0.0,0.0,0.184
1459,0.14,1.01,0.0,0.0,0.015
1460,1.26,0.83,0.0,0.0,0.09
1461,1.34,0.03,0.0,0.0,0.068
1462,1.69,1.47,0.0,0.0,
1463,1.75,1.28,0.0,0.0,0.177
1464,1.61,,0.0,0.0,0.149
1465,0.19,0.52,0.0,0.0,0.062
1466,0.38,0.02,0.0,0.0,0.121
1467,0.34,0.14,0.0,0.0,0.086
1468,0.93,0.2,0.0,0.0,0.105
1469,0.7,0.32,0.0,0.0,0.168
1470,1.55,1.09,0.0,0.0,0.137
1471,1.11,0.36,0.0,0.0,0.189
1472,1.97,0.61,0.0,0.0,0.095
1473,0.42,1.13,0.0,0.0,0.053
1474,1.34,0.26,0.0,0.0,0.113
1475,0.18,0.13,0.0,0.0,0.132
1476,1.28,0.32,0.0,0.0,0.175
1477,1.14,1.14,0.0,0.0,0.045
1478,0.71,0.52,0.0,0.0,0.146
1479,1.99,0.22,0.0,0.0,0.085
1480,1.21,1.21,0.0,0.0,0.105
1481,1.3,0.5,0.0,0.0,0.036
1482,0.95,0.28,0.0,0.0,0.182
1483,0.01,0.43,0.0,0.0,0.033
1484,1.44,0.3,0.0,0.0,0.162
1485,0.52,0.32,0.0,0.0,0.11
1486,1.44,0.58,0.0,0.0,0.191
1487,1.01,0.68,0.0,0.0,0.127
1488,1.64,0.86,0.0,0.0,0.032
1489,0.22,0.01,0.0,0.0,0.052
1490,0.22,1.09,0.0,0.0,0.101
1491,0.76,1.16,0.0,0.0,0.049
1492,1.5,0.69,0.0,0.0,0.053
1493,1.99,1.29,0.0,0.0,0.047
1494,1.57,0.66,0.0,0.0,0.071
1495,1.23,0.86,0.0,0.0,0.019
1496,0.25,1.25,0.0,0.0,0.129
1497,0.87,0.69,0.0,0.0,0.153
1498,1.77,0.62,0.0,0.0,0.137
1499,0.73,0.68,0.0,0.0,0.053
1500,1.1,1.48,0.0,0.0,0.147
1501,0.77,0.76,0.0,0.0,0.086
1502,0.14,1.42,0.0,0.0,0.082
1503,0.62,0.97,0.0,0.0,0.12
1504,0.36,0.73,0.0,0.0,0.003
1505,1.43,1.49,0.0,0.0,0.16
1506,1.65,0.08,0.0,0.0,0.025
1507,0.05,1.21,0.0,0.0,0.015
1508,0.16,0.87,0.0,0.0,0.18
1509,0.13,1.29,0.0,0.0,0.072
1510,1.72,,0.0,0.0,0.184
1511,0.65,0.73,0.0,0.0,0.132
1512,1.67,1.21,0.0,0.0,0.042
1513,1.89,1.18,0.0,0.0,0.092
1514,0.94,0.26,0.0,0.0,0.023
1515,0.85,1.01,0.0,0.0,0.045
1516,0.29,0.5,0.0,0.0,0.136
1517,1.7,0.29,0.0,0.0,0.185
1518,0.72,0.42,0.0,0.0,0.07
1519,1.5,0.25,0.0,0.0,0.083
1520,1.52,0.76,0.0,0.0,0.155
1521,1.51,0.89,0.0,0.0,0.164
1522,0.24,0.66,0.0,0.0,0.17
1523,1.16,1.06,0.0,0.0,0.12
1524,0.87,0.16,0.0,0.0,0.043
1525,0.02,0.04,0.0,0.0,0.198
1526,1.94,1.27,0.0,0.0,0.194
1527,1.57,0.43,0.0,0.0,0.089
1528,1.95,1.38,0.0,0.0,0.191
1529,1.4,0.5,0.0,0.0,0.044
1530,0.55,1.27,0.0,0.0,0.087
1531,1.39,1.12,0.0,0.0,0.108
1532,0.37,1.29,0.0,0.0,0.122
1533,0.35,1.43,,0.0,0.061
1534,1.45,0.52,0.0,0.0,0.088
1535,1.06,0.53,0.0,0.0,0.158
1536,0.5,0.74,0.0,0.0,0.074
1537,0.27,0.93,0.0,0.0,0.07
1538,0.01,0.01,0.0,0.0,0.148
1539,1.24,0.92,0.0,0.0,0.172
1540,1.54,0.32,0.0,0.0,0.041
1541,1.04,1.39,0.0,0.0,0.176
1542,0.33,1.33,0.0,0.0,0.136
1543,0.6,0.07,0.0,0.0,0.164
1544,1.64,,0.0,0.0,0.038
1545,0.81,0.24,0.0,0.0,0.005
1546,1.69,0.98,0.0,0.0,0.181
1547,1.51,0.36,0.0,0.0,0.159
1548,1.99,0.48,0.0,0.0,0.05
1549,1.22,1.06,0.0,0.0,0.103
1550,1.3,0.37,0.0,0.0,0.156
1551,1.38,1.39,0.0,0.0,0.047
1552,0.5,0.85,0.0,0.0,0.034
1553,0.78,0.09,0.0,0.0,0.138
1554,0.17,0.59,0.0,0.0,0.159
1555,1.45,1.4,0.0,0.0,0.102
1556,0.04,1.16,0.0,0.0,0.044
1557,1.8,1.46,0.0,0.0,0.113
1558,1.83,1.03,0.0,0.0,0.137
1559,1.37,0.65,0.0,,0.034
1560,0.52,0.22,0.0,0.0,0.064
1561,1.45,0.28,0.0,0.0,0.197
1562,0.75,0.44,0.0,0.0,0.157
1563,0.07,0.7,0.0,0.0,0.008
1564,1.66,0.79,0.0,0.0,0.059
1565,1.96,0.82,0.0,0.0,0.037
1566,0.57,1.44,0.0,0.0,0.092
1567,0.65,1.5,0.0,0.0,0.118
1568,0.36,1.39,0.0,0.0,0.116
1569,,1.44,0.0,0.0,0.06
1570,0.08,1.19,0.0,0.0,0.157
1571,1.64,0.78,0.0,0.0,0.038
1572,1.39,1.19,0.0,0.0,0.194
1573,0.5,1.34,0.0,0.0,0.095
1574,0.55,0.96,0.0,0.0,0.062
1575,0.66,1.0,0.0,0.0,0.182
1576,0.06,0.74,0.0,0.0,0.075
1577,0.05,1.43,0.0,0.0,0.04
1578,0.79,0.59,0.0,0.0,0.024
1579,1.26,1.33,0.0,0.0,0.164
1580,0.21,1.04,0.0,0.0,0.105
1581,1.94,0.8,0.0,0.0,0.124
1582,0.71,1.43,0.0,0.0,0.144
1583,,1.0,0.0,0.0,0.152
1584,0.89,1.41,0.0,0.0,0.119
1585,,0.19,0.0,0.0,0.089
1586,1.53,1.04,0.0,0.0,0.064
1587,1.04,1.19,0.0,0.0,0.079
1588,1.09,0.4,0.0,0.0,0.125
1589,0.88,1.45,0.0,0.0,0.067
1590,1.32,1.23,0.0,0.0,0.049
1591,0.46,1.43,0.0,0.0,0.08
1592,0.73,0.82,0.0,0.0,0.122
1593,1.44,1.42,0.0,0.0,0.177
1594,1.33,1.37,0.0,0.0,0.042
1595,0.37,0.49,0.0,0.0,0.185
1596,0.98,0.23,0.0,0.0,0.164
1597,0.71,1.26,0.0,0.0,0.102
1598,1.38,1.26,0.0,0.0,0.152
1599,1.11,1.19,0.0,0.0,0.1
1600,0.53,0.95,0.0,0.0,0.011
1601,1.18,0.88,0.0,0.0,0.032
1602,1.96,1.32,0.0,0.0,0.192
1603,1.36,0.66,0.0,0.0,0.11
1604,1.89,0.7,0.0,0.0,0.172
1605,1.89,0.17,0.0,0.0,0.124
1606,1.86,0.45,0.0,0.0,0.185
1607,0.72,0.87,0.0,0.0,0.033
1608,0.13,0.82,0.0,0.0,0.088
1609,0.03,1.27,0.0,0.0,0.041
1610,1.53,1.25,0.0,0.0,0.164
1611,0.25,1.16,0.0,0.0,0.191
1612,1.09,0.97,0.0,0.0,0.051
1613,1.74,0.36,0.0,0.0,0.187
1614,1.94,0.78,0.0,0.0,0.101
1615,1.96,0.84,0.0,0.0,0.007
1616,1.41,0.37,0.0,0.0,0.085
1617,1.32,1.3,0.0,0.0,0.086
1618,1.6,0.15,0.0,0.0,0.01
1619,1.24,0.14,0.0,0.0,0.032
1620,1.17,0.9,0.0,0.0,0.13
1621,1.44,0.17,0.0,0.0,0.096
1622,0.33,0.82,0.0,0.0,0.093
1623,1.66,0.64,0.0,0.0,
1624,1.89,0.65,0.0,0.0,0.011
1625,0.59,0.54,0.0,0.0,0.124
1626,0.7,0.8,0.0,0.0,0.1
1627,1.75,0.76,0.0,0.0,0.092
1628,0.11,0.21,0.0,0.0,0.059
1629,1.72,0.81,0.0,0.0,0.15
1630,0.06,0.04,0.0,0.0,0.078
1631,1.37,0.62,0.0,0.0,0.112
1632,0.34,0.12,0.0,0.0,0.135
1633,0.77,0.68,0.0,0.0,0.092
1634,0.57,1.33,0.0,1.0,0.065
1635,1.46,0.94,0.0,0.002,0.135
1636,1.84,1.48,0.0,0.005,0.135
1637,0.68,0.79,0.0,0.002,0.014
1638,0.78,0.33,0.0,0.5,0.18
1639,1.39,1.3,0.0,0.008,0.08
1640,1.89,1.05,0.0,0.83,0.184
1641,0.06,0.14,0.0,0.66,0.144
1642,1.72,1.06,0.0,0.63,0.171
1643,1.99,1.44,0.0,0.003,0.1
1644,0.32,0.66,0.0,0.006,0.123
1645,0.8,1.28,0.0,0.93,0.184
1646,1.22,1.49,0.0,0.99,0.03
1647,1.17,1.09,0.0,0.008,0.089
1648,1.74,0.97,0.0,0.004,0.199
1649,1.59,0.13,0.0,0.0,0.076
